IDLicitacion,NombreLicitacion,Tipo,Estado,FechaPublicacion,Descripcion,Moneda,TipoPresupuesto,TipoMonto,MontoLicitacion,Organismo
1291-28-LE25,ADQUISICIÓN DE  1.500 M3 DE MATERIAL GRANULAR,LE,Adjudicada a uno o varios proveedores,07/07/2025 16:10:53,"ADQUISICIÓN DE SUMINISTRO DE 1.500 M3 DE BASE GRANULAR BAJO 1 ½” PUESTO EN CAMINO L-431 VARIANTE CHUPALLAR, COMUNA DE LINARES, PROVINCIA DE LINARES – REGIÓN DEL MAULE",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
5184-204-LP24,OFTALMICOS CON TIMOLOL Y CARBACOL,LP,Adjudicada a uno o varios proveedores,15/05/2025 13:44:24,OFTALMICOS CON TIMOLOL Y CARBACOL MM N° 164 ADQUISICIONES,CLP,PUBLICADO,ESTIMADO,110.000.000,SERVICIO DE SALUD DEL MAULE HOSPITAL DE LINARES
1909-11-R125,Adquisición de señales postes y elementos de segu,LE,Adjudicada a uno o varios proveedores,26/06/2025 10:43:33,"La Dirección de Vialidad Provincia de Cordillera, solicita ofertas para la contratación del “Adquisición de señales, postes y elementos de seguridad según especificaciones técnicas, para obras de conservación por administración directa en la Red Vial Provincia de  Cordillera, Región Metropolitana”",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
1638-46-LE25,MEJORAMIENTO PORTONES Y CIERRE PERIMETRAL BODEGA MUNICIPAL SM 6037,LE,Adjudicada a uno o varios proveedores,02/07/2025 17:07:28,MEJORAMIENTO PORTONES Y CIERRE PERIMETRAL BODEGA MUNICIPAL,CLP,PUBLICADO,DISPONIBLE,12.756.800,ILUSTRE MUNICIPALIDAD DE DIEGO DE ALMAGRO
4891-27-LE25,SS PRODUC.INTEGRAL MESA REGIONAL EDUCACIÓN ARTÍSTICA PNDAE 2025,LE,Adjudicada a uno o varios proveedores,04/07/2025 12:59:00,"Servicios de Producción Integral Actividades Mesa Regional de Educación Artística PNDAE 2025, entre el 01 de agosto al 05 de diciembre del 2025.",CLP,PUBLICADO,DISPONIBLE,17.895.769,SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES
979-90-LR24,CONSULTORÍA ESTUDIO DE IMPACTO AMBIENTAL DV,LR,Adjudicada a uno o varios proveedores,01/04/2025 13:11:00,"La Dirección de Vialidad del Ministerio de Obras Públicas (en adelante, DV), requiere la contratación del Servicio de Consultoría Estudio de Impacto Ambiental Construcción Segundo Acceso a San José de la Mariquina Región de Los Ríos para la obtención de la Resolución de Calificación Ambiental para el proyecto “Construcción Segundo Acceso a San José de la Mariquina Región de Los Ríos”.",CLP,PUBLICADO,ESTIMADO,431.680.850,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF
2548-22-LE25,LAVADO Y PLANCHADO INDUMENTARIA CLÍNICA Y OTROS,LE,Adjudicada a uno o varios proveedores,29/05/2025 17:37:20,"SERVICIO DE LAVADO Y PLANCHADO, INDUMENTARIA CLÍNICA Y OTROS, DE LOS ESTABLECIMIENTOS DE SALUD MUNICIPAL DE PADRE LAS CASAS",CLP,PUBLICADO,DISPONIBLE,17.450.000,I MUNICIPALIDAD DE PADRE LAS CASAS
4285-9-LE25,Ejecución de obras y obtención de sello verde,LE,Adjudicada a uno o varios proveedores,22/05/2025 12:37:11,Ejecución de obras y obtención de sello verde de Liceo Municipal Arturo Valenzuela de Los Laureles,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE CUNCO
418-37-LE25,DESFIBRILADOR PARA PABELLÓN HPA,LE,Adjudicada a uno o varios proveedores,19/06/2025 13:46:34,Finalidad de adquirir equipamiento médico para el correcto funcionamiento del pabellón del Hospital de Puerto Aysén,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,SERVICIO NACIONAL DE SALUD HOSPITAL DE PUERTO AYSEN
1057049-62-LE25,VDH Servicio de arriendo de electroencefalógrafo para el Servicio De Neuropsiquiatría Infantil del HCSBA,LE,Adjudicada a uno o varios proveedores,10/03/2025 18:02:00,"El objetivo de la Propuesta es la contratación de “SERVICIO DE ARRIENDO DE ELECTROENCEFALOGRAFO PARA EL SERVICIO DE NEUROPSIQUIATRIA INFANTIL”, solicitados en las especificaciones técnicas, en concordancia con las Bases Administrativas, Técnicas, Formularios, aclaraciones y otros documentos que pudieran formularse en el transcurso de la licitación.  Se entenderá que todo proveedor conoce y acepta irrevocablemente el contenido de las Bases de licitación, por el solo hecho de presentar ofertas en este proceso de licitación. ",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,SERV SALUD METROPOLITANO CENTRAL HOSPITAL CLINICO SAN BORJA ARRIARAN
1950-52-LQ25,37-25 Traslado Pacientes Ambulancia Básica H.P,LQ,Adjudicada a uno o varios proveedores,09/06/2025 11:12:02,"De acuerdo a la necesidad de traslado de pacientes según demanda de ambulancias y el traslado de pacientes a distintos establecimientos de la red Araucanía Sur y otros Servicios de Salud, la Unidad de Servicios Generales requiere contratar el servicio de SERVICIO: TRASLADO DE PACIENTES EN AMBULANCIA BÁSICA, H.P, por un período de 24 meses, con posibilidad de renovación de un máximo de 12 meses o hasta que los fondos disponibles para la licitación se hubiesen agotado o extinguido.",CLP,NO PUBLICADO,DISPONIBLE,Igual o superior a 2.000 UTM e inferior a 5.000 UTM ,SERVICIO SALUD ARAUCANIA SUR HOSPITAL PITRUFQUEN
1057496-19-LE25,MANT. DE EQUIPOS DE REFRIGERACIÓN MULTIMARCAS HSLB,LE,Adjudicada a uno o varios proveedores,22/04/2025 13:38:37,MANTENIMIENTO DE EQUIPOS DE REFRIGERACIÓN MULTIMARCAS PARA EL HOSPITAL SAN LUIS DE BUIN-PAINE,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,SERVICIO DE SALUD SUR HOSPITAL SAN LUIS
4037-53-L125,CONTENEDORES PLAN PILOTO RECOLECCION RESIDUOS ORGANICOS,L1,Adjudicada a uno o varios proveedores,07/05/2025 09:21:16,"CONTENEDORES PLAN PILOTO RECOLECCION RESIDUOS ORGANICOS, SEGUN ADJUNTOS",CLP,PUBLICADO,ESTIMADO,3.500.000,I MUNICIPALIDAD DE FRESIA
5060-45-L125,"S199 S.E.P. ADQUISICIÓN DE SERVICIO DE PRODUCCIÓN DE EVENTOS FERIA COSTUMBRISTA, ESCUELA BOYECO (ORD N°44) ",L1,Adjudicada a uno o varios proveedores,26/05/2025 11:28:48,"S199 S.E.P. ADQUISICIÓN DE SERVICIO DE PRODUCCIÓN DE EVENTOS FERIA COSTUMBRISTA, ESCUELA BOYECO (ORD N°44) ",CLP,PUBLICADO,DISPONIBLE,4.600.000,I MUNICIPALIDAD DE TEMUCO
5061-55-L125,SCHC N°141 Habilitación espacio clínico y administrativo para Cesfam El Carmen,L1,Adjudicada a uno o varios proveedores,18/06/2025 12:33:45,"Habilitación espacio clínico y administrativo para box padi y some Cesfam El Carmen, según especificaciones técnicas. ",CLP,PUBLICADO,ESTIMADO,6.750.000,I MUNICIPALIDAD DE TEMUCO
2422-88-LE25,S.A. 943560 ADQUISICION DE 70 ESCANER,LE,Adjudicada a uno o varios proveedores,04/06/2025 17:14:31,NECESIDAD DE LA DIRECCION DE TECNOLOGIAS DE LA INFORMACION Y COMUNICACIONES.,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE PUENTE ALTO
2788-79-L125,SERVICIO DE ARRIENDO DE GENERADORES - FIESTAS PATRIAS 20245,L1,Adjudicada a uno o varios proveedores,07/07/2025 09:39:26,CONTRATACION DEL SERVICIO DE ARRIENDO DE GENERADOR PARA EVENTO FIESTAS PATRIAS 2025 (SOL. DE COMPRA N° 832 DEL 25.060.2025 - ASEO Y ORNATO),CLP,PUBLICADO,ESTIMADO,6.878.500,I MUNICIPALIDAD DE PAINE
529229-13-LE25,Servicio de protección de Endpoints MDR,LE,Adjudicada a uno o varios proveedores,09/07/2025 15:58:55,"Adquirir el servicio de protección de Endpoints MDR de uso en la Administración Pública, que cumplan con las definiciones y características técnicas que se informan en las presentes Bases, con la finalidad de dar continuidad funcional y operativa a los actuales servicios en el Consejo para la Transparencia",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,CONSEJO PARA LA TRANSPARENCIA
4076-157-LE25,ADQ. DE ACEITES Y LUBRICANTES PARA AERONAVES,LE,Adjudicada a uno o varios proveedores,07/07/2025 19:33:00,"MATERIALIZAR LA ADQ. DE ACEITES Y LUBRICANTES PARA AERONAVES, DE CARGO DE LA PREFECTURA AÉREA DE CARABINEROS, CONFORME A BASES Y ANEXOS ADJUNTOS.-",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,DIRECCION DE LOGISTICA DE CARABINEROS
1201-18-LE25,SEGUROS PARA EDIFICIOS IND REGION DE AYSEN,LE,Adjudicada a uno o varios proveedores,03/07/2025 09:21:30,La necesidad de contar con seguros contra incendio para los Edificios Institucionales y Recinto Deportivo administrados por esta Dirección Regional.,CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,INSTITUTO NACIONAL DE DEPORTES DE CHILE
4857-76-LE25,Uniformes Escolares y Deportivos Escuelas de Tirua,LE,Adjudicada a uno o varios proveedores,10/07/2025 12:02:10,"Adquirir Uniformes Escolares y Deportivos Escuelas de Tirua, con fondos FAEP 2024",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE TIRUA
3935-38-LE25,PARKAS ZAPATILLAS PANTALONES ZAPATOS CAMISAS BLUSAS Y MOCHILAS LICEO BICENTENARIO JUAN SCHLEYER FONDOS PRO RETENCION,LE,Adjudicada a uno o varios proveedores,30/04/2025 16:47:36,"PARKAS, ZAPATILLAS, PANTALONES, ZAPATOS CAMISAS, BLUSAS Y MOCHILAS, LICEO BICENTENARIO JUAN SCHLEYER, FONDOS PRO RETENCION",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE FREIRE
1469-125-R225,COMPRA DE MEZCLADORA DE AUDIO Y SISTEMA MONITOREO DE AUDIO,L1,Adjudicada a uno o varios proveedores,23/06/2025 15:03:47,"ADQUISICIÓN DE UNA MEZCLADORA DE AUDIO Y SISTEMA DE MONITOREO DE AUDIO PARA EL AUDITORIO DE LA FACULTAD DE ARQUITECTURA, MUSICA Y DISEÑO. TODOS LOS PRODUCTOS DEBEN TENER GARANTIA Y CUMPLIR CON LOS ESTANDARES DE CALIDAD.",CLP,NO PUBLICADO,ESTIMADO,Menor a 100 UTM,UNIVERSIDAD DE TALCA
2348-10-LE25,ADQUISICIÓN DE MATERIALES-MOBILIARIO URBANO - Readjudicada en Id 2348-10-R125,LE,Adjudicada a uno o varios proveedores,10/06/2025 10:06:04,"ADQUISICIÓN DE MATERIALES, MOBILIARIO URBANO A CARGO DE GESTIÓN DEL REISGO DE DESASTRES.",CLP,PUBLICADO,ESTIMADO,30.000.000,I MUNICIPALIDAD DE PUNTA ARENAS
2675-51-LE25,PRODUCCIÓN INTEGRAL MATEADA PERSONAS MAYORES,LE,Adjudicada a uno o varios proveedores,02/07/2025 14:32:08,"Servicio de producción integral que considera la contratación de artistas, montaje, alimentación, pantalla y accesorios, escenario, iluminación, traslados y demás requerimientos solicitados en bases técnicas",CLP,PUBLICADO,DISPONIBLE,18.000.000,I MUNICIPALIDAD DE MOSTAZAL
802-11-LE25,Fortalecimiento organizacional y asistencia al ADI Jiwasa Oraje año 2025,LE,Adjudicada a uno o varios proveedores,26/06/2025 19:50:08,Fortalecimiento organizacional y asistencia al ADI Jiwasa Oraje año 2025 II llamado,CLP,PUBLICADO,DISPONIBLE,53.083.838,CORP NACIONAL DE DESARROLLO INDIGENA
1499-110-LE25,SERVICIO DE OPERADORA VIRTUAL,LE,Adjudicada a uno o varios proveedores,07/07/2025 17:41:59,"El Instituto Nacional del Tórax busca implementar una solución de operadora automática virtual, con el fin de facilitar el direccionamiento eficiente de las llamadas entrantes hacia las distintas Unidades o Servicios del Instituto. Esta solución se plantea como un complemento a la infraestructura existente, permitiendo ordenar el flujo de llamadas y optimizar la experiencia de quienes desean comunicarse con el Instituto, fortaleciendo así la accesibilidad y disponibilidad del servicio telefónico institucional.",CLP,PUBLICADO,ESTIMADO,13.000.000,INSTITUTO NACIONAL DEL TORAX
3880-62-LE25,SERVICIOS DE SOFTWARE TELEMETRÍA Y TELECONTROL,LE,Adjudicada a uno o varios proveedores,08/07/2025 10:25:54,"SERVICIOS DE SOFTWARE, TELEMETRÍA Y TELECONTROL SISTEMA POSICIONAMIENTO GLOBAL GPS DEL PARQUE AUTOMOTOR DE LA MUNICIPALIDAD DE MAULE. SEGUN BASES ADJUNTAS.-",CLP,PUBLICADO,DISPONIBLE,13.000.000,I MUNICIPALIDAD DE MAULE
4469-104-L125,SC 37337(PC) ADQUISICIÓN BIBLIOGRAFICA DE LA DIRECCIÓN DE VINCULACIÓN CON EL MEDIO  PROYECTO UPA 2295.,L1,Adjudicada a uno o varios proveedores,08/07/2025 16:41:03,SC 37337(PC) ADQUISICIÓN BIBLIOGRAFICA DE LA DIRECCIÓN DE VINCULACIÓN CON EL MEDIO  PROYECTO UPA 2295. ARTICULO 38 LEY 21094 DE UNIVERSIDADES ESTATALES. ,CLP,PUBLICADO,ESTIMADO,420.155,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION
2422-110-LE25,SOL. 943360  CHALECOS ANTIBALAS,LE,Adjudicada a uno o varios proveedores,25/06/2025 10:47:01,NECESIDAD DE SERVICIO,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE PUENTE ALTO
621-468-LR25,VENDA ENYESADA 15 CM X 270 A 457CM LARGO 1000021070,LR,Adjudicada a uno o varios proveedores,28/04/2025 11:28:19,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD",CLP,PUBLICADO,ESTIMADO,570.679.105,CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD
5221-24-LE25,ADQUISICION CAJA FACO OFTALMOLOGÍA II HCM,LE,Adjudicada a uno o varios proveedores,25/06/2025 14:38:22,"Proyecto “ESTRATEGIA CRR PABELLONES DEL HOSPITAL CLINICO DE MAGALLANES” Lugar de entrega Bienes: Hospital Clínico de Magallanes, Avenida Los Flamencos 01364, Punta Arenas. Fecha Máxima de entrega: 30 de octubre de 2025 ",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,SERVICIO DE SALUD MAGALLANES
2760-76-LE25,SUMINISTRO E INSTALACIÓN RED COMPUTACIONAL EN OLN,LE,Adjudicada a uno o varios proveedores,23/06/2025 18:59:38,Suministro e estación de red computacional para la nueva Oficina Local de la Niñez,CLP,PUBLICADO,DISPONIBLE,10.000.000,I MUNICIPALIDAD DE CORONEL
2564-26-LE25,Auditoria Externa,LE,Adjudicada a uno o varios proveedores,11/06/2025 12:19:36,"Contratación del Servicio de Auditoria Externa a los ingresos y gastos por concepto de subvención regular para cinco establecimientos de la comuna, pertenecientes al Departamento de Educación Municipal de Chépica, periodo 2021-2024.",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE CHEPICA
2564-33-LE25,Servicios de Banqueteria y Ornamentación,LE,Adjudicada a uno o varios proveedores,15/07/2025 17:38:01,"CONTRATACION DE SERVICIOS DE BANQUETERIA Y ORNAMENTACION PARA CELEBRACION DIA DEL DIRIGENTE 2025, COMUNA DE CHEPICA",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE CHEPICA
1725-133-LE25,ACTUALIZACIÓN Y MEJORAS CATÁLOGO WEB ADQ LIBROS,LE,Adjudicada a uno o varios proveedores,25/06/2025 13:11:49,SERVICIOS DE ACTUALIZACIÓN Y MEJORAS DEL CATÁLOGO WEB DEL PROGRAMA DE ADQUISICIÓN DE LIBROS DE AUTORES CHILENOS.,CLP,PUBLICADO,DISPONIBLE,6.500.000,SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES
2778-30-LE25,IMPLEMENTACION DEPORTIVA ESCUELA LUIS GALDAMES,LE,Adjudicada a uno o varios proveedores,11/06/2025 09:04:49,ADQUISICION DE IMPLEMENTACION DEPORTIVA PARA LOS ALUMNOS DE LA ESCUELA LUIS GALDAMES DE LA COMUNA DE RENGO.,CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE RENGO
4141-8-LQ25,CONSERVACIÓN EMERGENCIA ESCUELA JORGE ERRÁZURIZ ECHENIQUE PALMILLA,LQ,Adjudicada a uno o varios proveedores,22/05/2025 10:00:00,El Objetivo de la Presente licitación es  reparar y mantener la infraestructura del establecimiento educacional por problemas ocurridos en varios elementos climaticos durante el invierno.,CLP,NO PUBLICADO,DISPONIBLE,Igual o superior a 2.000 UTM e inferior a 5.000 UTM ,I MUNICIPALIDAD DE PALMILLA
1511-36-LE25,PROGRAMA PRÓTESIS REMOVIBLE PARA SERVICIO DENTAL 2025,LE,Adjudicada a uno o varios proveedores,26/06/2025 16:07:16,DADA LA NECESIDAD DE REQUERIR PROGRAMA PRÓTESIS REMOVIBLE PARA SERVICIO DENTAL 2025,CLP,PUBLICADO,DISPONIBLE,7.420.000,Hospital de Constitución
578459-12-LE25,Mamografía magnificaciones y ecotomografía mamar,LE,Adjudicada a uno o varios proveedores,02/07/2025 14:04:55,"La Corporación Municipal de Isla de Maipo para la Educación y Salud invita a todos los oferentes con conocimiento y experiencia en prestación de servicios de imágenes, entre otros, inscritos en el rubro a participar en la Licitación Pública denominada “CONTRATACIÓN DE EXAMENES PARA PROGRAMA DE IMÁGENES DIGANOSTICAS DE MAMOGRAFIAS, ECOTOMOGRAFIAS MAMARIAS Y MAGNIFICACIONES, AÑO 2025”, la cual se complementa con sus correspondientes especificaciones técnicas.",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,CORP MUNICIPAL DE ISLA DE MAIPO PARA L
2345-61-LE25,REGENERACIÓN DE CANCHAS DE TENIS DE POLVO DE LADRI,LE,Adjudicada a uno o varios proveedores,31/05/2025 12:36:00,"El objetivo del presente proceso licitatorio es proveer a la Municipalidad de Las Condes de un servicio de regeneración de canchas de polvo de ladrillo del recinto Parque Tenis el Alba para sus 16 Canchas.  La regeneración requerida consiste en la pulverización de la capa superficial y subcapa de las canchas de polvo de ladrillo, picando, desgranando y escarpándolas en una profundidad de entre 30 m.m y 50 m.m. El servicio requerido en la presente licitación es estándar de simple y objetiva especificación de ejecución diferida.",CLP,NO PUBLICADO,ESTIMADO,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE LAS CONDES
621-507-LR25,AZTREONAM 1000 MG FAM POLV PSOL INYECT 1000021190,LR,Adjudicada a uno o varios proveedores,05/05/2025 14:25:35,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD",CLP,PUBLICADO,ESTIMADO,1.976.189.824,CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD
3784-44-L125,MESA MEZCLADORA DE SONIDO SEGÚN ANEXO TÉCNICO ,L1,Adjudicada a uno o varios proveedores,15/07/2025 14:48:00,SE REQUIERE LA ADQUISICION DE MESA MEZCLADORA DE AUDIO SOLICITADA PARA EL TEATRO MUNICIPAL.  SE ADJUNTA ANEXO TÉCNICO CON ESPECIFICACIONES. ,CLP,PUBLICADO,DISPONIBLE,400.000,I MUNICIPALIDAD DE COELEMU
3723-2-LE25,ADQUISICIÓN DE CHAQUETAS TÉRMICAS IMPERMEABLES,LE,Adjudicada a uno o varios proveedores,02/07/2025 08:48:58,"La Ilustre Municipalidad de Puqueldón, a través de la “Dirección de Administración y Finanzas” unidad de Recursos Humanos,	 posee la necesidad de adquirir vestuario institucional para los funcionarios y funcionarias de la Municipalidad de Puquedón, consistente en una “Chaqueta Térmica Impermeable con logo municipal bordado”.",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE PUQUELDON
4858-52-LE25,MATERIALES DE ELECTRICOS Y DE FERRETERIA,LE,Adjudicada a uno o varios proveedores,09/07/2025 19:22:04,"LAS La Municipalidad de Tirúa, invita a los proveedores de Mercado Publico, para la presentación de ofertas para la adquisición de DIFERENTES MATERIALES ELECTRICOS Y DE FERRETERIA, dsesglosado de la sigueinte forma LÍNEA N°1 MATERIALES DE ELECTRICOS mantención edificios municicipales. LÍNEA N°2 MATERIALES ELECTRICOS destinados a casa SAMU LÍNEA N°3 MATERIALES DE FERRETERIA destinados a casa SAMU",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE TIRUA
621-400-LQ25,MANGA 75 CM CFUELLE PAPEL MEDICO BILAM 1000021053,LQ,Adjudicada a uno o varios proveedores,17/04/2025 11:13:16,"BASES ADMINISTRATIVAS Y TÉCNICAS TIPO, POR LAS QUE SE REGIRÁN LOS PROCESOS DE LICITACIÓN PARA LA ADQUISICIÓN DE PRODUCTOS FARMACÉUTICOS, COSMÉTICOS, VACUNAS, INSUMOS, DISPOSITIVOS, Y/O ALIMENTOS DE USO MÉDICO, DESTINADO AL EJERCICIO DE ACCIONES DE SALUD",CLP,PUBLICADO,ESTIMADO,233.088.298,CENTRAL DE ABASTECIMIENTO DEL SISTEMA NACIONAL DE SERVICIO DE SALUD
2591-109-LE25,ESTUDIOS GEOTECNICOS PARA 13 PROYECTOS SECPLAC POZO ALMONTE,LE,Adjudicada a uno o varios proveedores,04/07/2025 11:15:33,"La I. Municipalidad de Pozo Almonte requiere contratar el servicio de consultoría, para el desarrollo de 13 estudios geotécnicos, destinados a fortalecer los antecedentes técnicos de proyectos formulados por la SECPLAC de la comuna de Pozo Almonte. ",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,ILUSTRE MUNICIPALIDAD DE POZO ALMONTE
3713-3-LE25,Mamografías,LE,Adjudicada a uno o varios proveedores,11/06/2025 10:24:41,"El Departamento de Salud Municipal de Los Vilos requiere para el Programa de Imágenes Diagnósticas la “Compra de servicios de exámenes de Mamografía”. El presente documento describe los objetivos, descripción de los servicios a contratar, requerimientos mínimos exigidos y otros requerimientos a quienes participen en el proceso de licitación. La presente licitación tiene por objetivo mejorar la capacidad resolutiva del Departamento de Salud de Los Vilos a través de la disponibilidad de exámenes de imagenología, respaldados por la evidencia, que permiten la detección precoz y el diagnóstico oportuno de algunas patologías y, por ende, contribuyan a reducir la morbimortalidad asociada a las mismas. El objetivo de la presente licitación es asegurar los siguientes componentes y estrategias del Programa de Imágenes Diagnósticas en Atención Primaria de Salud del Departamento de Salud Municipal de Los Vilos: a	Componente: Detección precoz de cáncer de mamas. Estrategia: Implementación comunal o compra de servicios para acceso de mamografías.",CLP,NO PUBLICADO,DISPONIBLE,Entre 100 y 1000 UTM,I MUNICIPALIDAD DE LOS VILOS
