Registration No,Product Name,Registration No (verified),Holder,Holder Address,Phone No,Manufacturer,Manufacturer Address
MAL20051411AZ,UNIHEPA 5000IU/ML INJECTION (5ML VIAL),MAL20051411AZ,DUOPHARMA (M) SENDIRIAN BERHAD,"LOT 2599, JALAN SERULING 59 KAWASAN 3, TAMAN KLANG JAYA 41200 KLANG MALAYSIA",603-33232759,DUOPHARMA (M) SENDIRIAN BERHAD,"LOT 2599, JALAN SERULING 59, KAWASAN 3, TAMAN KLANG JAYA, 41200 KLANG MALAYSIA"
MAL20051466AZ,ENAPRIL TABLET 10MG,MAL20051466AZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13 KAWASAN PERINDUSTRIAN BANDAR BARU BANGI 43000 KAJANG MALAYSIA"
MAL20051467AZ,ENAPRIL TABLET 20MG,MAL20051467AZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13 KAWASAN PERINDUSTRIAN BANDAR BARU BANGI 43000 KAJANG MALAYSIA"
MAL20061488ACRZ,EBIXA FILM-COATEDTABLET 10MG,MAL20061488ACRZ,Lundbeck Malaysia Sdn. Bhd.,"A-05-01, OASIS SQUARE, JALAN PJU 1A/7A, ARA DAMANSARA, 47301 PETALING JAYA MALAYSIA",03-7831 3060,ROTTENDORF PHARMA GMBH,"OSTENFELDER STR. 51-61, D-59320 ENNIGERLOH GERMANY"
MAL20061550AZ,BACTRICIN OINTMENT 2%W/W,MAL20061550AZ,SM PHARMACEUTICALS SDN. BHD.,"LOT 88, SUNGAI PETANI INDUSTRIAL ESTATE, 08000 SUNGAI PETANI MALAYSIA",04-4411801,SM PHARMACEUTICALS SDN. BHD.,LOT 88 SUNGAI PETANI INDUSTRIAL ESTATE 08000 SUNGAI PETANI MALAYSIA
MAL20061563AZ,SALIPAX CAPSULE,MAL20061563AZ,MEPHARM (MALAYSIA) SDN. BHD.,"NO. 15, JALAN USJ1/19 TAMAN SUBANG PERMAI 47500 SUBANG MALAYSIA",03-56368088,Acino Pharma AG,DORNACHERSTRASSE 114 4147 SWITZERLAND
MAL20066102TC,"Janipro TLC Tiger Milk Mushroom, Lingzhi with Cordyceps Capsule 520mg",MAL20066102TC,Janipro (M) Sdn Bhd,"NO. 42, JALAN SEKSYEN 1/21, TAMAN KAJANG UTAMA, 43000 KAJANG MALAYSIA",019-3761289,Dong Foong Manufacturing Sdn Bhd,"NO. 40 & 42, JALAN SEKSYEN 1/21, TAMAN KAJANG UTAMA, 43000 KAJANG MALAYSIA"
MAL20066138TC,Janipro Anthromax Andrographis Plus Elderberry Capsule,MAL20066138TC,Janipro (M) Sdn Bhd,"NO. 42, JALAN SEKSYEN 1/21, TAMAN KAJANG UTAMA, 43000 KAJANG MALAYSIA",019-3761289,Dong Foong Manufacturing Sdn Bhd,"NO. 40 & 42, JALAN SEKSYEN 1/21, TAMAN KAJANG UTAMA, 43000 KAJANG MALAYSIA"
MAL20071704AZ,LOTEMAX STERILE OPHTHALMIC SUSPENSION,MAL20071704AZ,Bausch & Lomb (Malaysia) Sdn. Bhd.,"LEVEL 23A, MENARA LGB, NO. 1, JALAN WAN KADIR, TAMAN TUN DR. ISMAIL, 60000 KUALA LUMPUR MALAYSIA",+603-64162888,BAUSCH & LOMB INCORPORATED,"8500 HIDDEN RIVER PARKWAY, TAMPA FLORIDA 33637, UNITED STATES"
MAL20071712AZ,ASADIN INJECTION 1.0MG/ML,MAL20071712AZ,PHARM-D SDN. BHD.,"8B, JALAN 1/137C BEDFORD BUSINESS PARK OFF JALAN KELANG LAMA 58000 KUALA LUMPUR MALAYSIA",0377707918,TTY BIOPHARM CO LTD,"838, CHUNG HWA RD, SEC. 1, CHUNGLI DIST., TAOYUAN CITY, 32069 TAIWAN"
MAL20076002AZ,SII PNEUMOSIL Pneumococcal Polysaccharide Conjugate Vaccine (Adsorbed) (10-Valent) SUSPENSION FOR INJECTION (SINGLE DOSE - 1 DOSE),MAL20076002AZ,PHARMANIAGA LIFESCIENCE SDN. BHD.,"LOT 7, JALAN PPU 3 TAMAN PERINDUSTRIAN PUCHONG UTAMA, 47100 PUCHONG MALAYSIA",03-80612006,SERUM INSTITUTE OF INDIA PRIVATE LIMITED,"212/2 HADAPSAR, PUNE-411 028, INDIA"
MAL20076014ARZ,ERDOMED® Hard Capsules 300mg,MAL20076014ARZ,HYPHENS PHARMA SDN. BHD.,"C- L2-01, BLOCK C, AXIS BUSINESS PARK, NO. 10, JALAN BERSATU 13/4, 46200 PETALING JAYA MALAYSIA",+60379316188,EDMOND PHARMA S.R.L,"STRADA STATALE DEI GIOVI 131 - 20037 PADERNO DUGNANO, (MI), ITALY"
MAL20076021AZ,Vytocor 10mg/40mg Tablet,MAL20076021AZ,Duopharma Marketing Sdn. Bhd.,"LOT NO. 2,4,6,8 & 10, JALAN P/7, SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
MAL20076022ACZ,TELSTRAN PLUS Tablet 40mg + 12.5mg,MAL20076022ACZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,INTAS PHARMACEUTICALS LIMITED,"PLOT NO. 5-6 & 7, PHARMEZ NEAR VILLAGE MATODA, TAL-SANAND CITY MATODA AHMEDABAD, GUJARAT INDIA"
MAL20076023ACZ,TELSTRAN PLUS Tablet 80mg + 12.5mg,MAL20076023ACZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,INTAS PHARMACEUTICALS LIMITED,"PLOT NO. 5-6 & 7, PHARMEZ NEAR VILLAGE MATODA, TAL-SANAND CITY MATODA AHMEDABAD, GUJARAT INDIA"
MAL20076028ACZ,Uphalexin Granules 125mg/5ml,MAL20076028ACZ,Duopharma Marketing Sdn. Bhd.,"LOT NO. 2,4,6,8 & 10, JALAN P/7, SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL20076029ACZ,Uphalexin Capsule 250mg,MAL20076029ACZ,Duopharma Marketing Sdn. Bhd.,"LOT NO. 2,4,6,8 & 10, JALAN P/7, SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL20076030ACZ,Uphalexin Capsule 500mg,MAL20076030ACZ,Duopharma Marketing Sdn. Bhd.,"LOT NO. 2,4,6,8 & 10, JALAN P/7, SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL20076034ACZ,Vobrax Capsules 200mg,MAL20076034ACZ,Asumed Biotech Sdn. Bhd.,"SS-21-08, STELLAR SUITES, JALAN PUTERI 4/7, BANDAR PUTERI PUCHONG 47100 PUCHONG MALAYSIA",+603-80230394,"Chen Ho Pharmaceutical Co., Ltd. Sinying Plant","NO.23, SINGONG ROAD, JIAFANG VILL., SINYING DIST., TAINAN CITY, 730 TAIWAN"
MAL20076049ASZ,MEDAXONUM 1G POWDER FOR SOLUTION FOR INJECTION/INFUSION,MAL20076049ASZ,KOMEDIC SDN BHD,"NO. 4, JALAN PJS 11/14 BANDAR SUNWAY 46150 PETALING JAYA MALAYSIA",603-56344866,Medochemie (Far East) - Aseptic Cephalosporin Facility,"NO. 10, 12 AND 16, VSIP II-A, VIETNAM SINGAPORE INDUSTRIAL PARK II-A, VINH TAN HAMLET, TAN UYEN TOWN, BINH DUONG PROVINCE, VIETNAM"
MAL20076054XC,Lyzodase Oral Liquid,MAL20076054XC,Vismedic Sdn. Bhd.,"NO.28B, JALAN BP6/6, BANDAR BUKIT PUCHONG 47120 PUCHONG MALAYSIA",0380631531,AV MANUFACTURING SDN.BHD,"LOT 10621 (PT 16700), JALAN PERMATA 2 ARAB MALAYSIAN INDUSTRIAL PARK 71800 NILAI MALAYSIA"
MAL20086021X,Rohto Eye Wash (Distilled Witch Hazel 13%v/v),MAL20086021X,ROHTO-MENTHOLATUM (MALAYSIA) SDN. BHD.,"UNIT 9-1, LEVEL 9 WISMA AVERIS, AVENUE 5, BANGSAR SOUTH CITY, NO.8, JALAN KERINCHI, 59200 KUALA LUMPUR MALAYSIA",603-22414889,PT. ROHTO LABORATORIES INDONESIA,"JL. RAYA CIMAREME NO.203, PADALARANG, BANDUNG BARAT 40552 INDONESIA"
MAL20091870AZ,SII Hepatitis-B Vaccine (rDNA)(Pediatric)-Single Dose 0.5ml,MAL20091870AZ,SM PHARMACEUTICALS SDN. BHD.,"LOT 88, SUNGAI PETANI INDUSTRIAL ESTATE, 08000 SUNGAI PETANI MALAYSIA",04-4411801,SERUM INSTITUTE OF INDIA PRIVATE LIMITED,"212/2 HADAPSAR, PUNE-411 028, INDIA"
MAL20091871AZ,SII Hepatitis-B Vaccine (rDNA)(Adult)-Single Dose 1ml,MAL20091871AZ,SM PHARMACEUTICALS SDN. BHD.,"LOT 88, SUNGAI PETANI INDUSTRIAL ESTATE, 08000 SUNGAI PETANI MALAYSIA",04-4411801,SERUM INSTITUTE OF INDIA PRIVATE LIMITED,"212/2 HADAPSAR, PUNE-411 028, INDIA"
MAL20096007AZ,CIFLOXIN INFUSION (2 MG/ML) (SOLUTION FOR INFUSION),MAL20096007AZ,SPG PHARMA (MALAYSIA) SDN BHD,"SUITE 1701, BLOCK A DAMANSARA INTAN E-BUSINESS PARK NO.1, JALAN SS20/27 47400 PETALING JAYA MALAYSIA",03-77331702,SIAM BHEASACH CO LTD,"123 SOI CHOKECHAIRUAMMITR, VIBHAVADI-RANGSIT ROAD, CHATUCHAK, BANGKOK 10900 AND 9 SOI CHOKECHAIRUAMMITR 3, VIBHAVADI-RANGSIT ROAD, DINDANG, BANGKOK 10400 THAILAND"
MAL20096012AZ,Rosuvor Film Coated Tablet 20mg,MAL20096012AZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13 KAWASAN PERINDUSTRIAN BANDAR BARU BANGI 43000 KAJANG MALAYSIA"
MAL20102065AZ,DOMIDE CAPSULE 50MG,MAL20102065AZ,PHARM-D SDN. BHD.,"8B, JALAN 1/137C BEDFORD BUSINESS PARK OFF JALAN KELANG LAMA 58000 KUALA LUMPUR MALAYSIA",0377707918,TTY BIOPHARM CO LTD,"838, CHUNG HWA RD, SEC. 1, CHUNGLI DIST., TAOYUAN CITY, 32069 TAIWAN"
MAL20106004AZ,MAPENEM (500 MG INJECTION)(POWDER FOR SOLUTION FOR INJECTION OR INFUSION),MAL20106004AZ,SPG PHARMA (MALAYSIA) SDN BHD,"SUITE 1701, BLOCK A DAMANSARA INTAN E-BUSINESS PARK NO.1, JALAN SS20/27 47400 PETALING JAYA MALAYSIA",03-77331702,SIAM BHEASACH CO LTD,"123 SOI CHOKECHAIRUAMMITR, VIBHAVADI-RANGSIT ROAD, CHOMPHON, CHATUCHAK, BANGKOK 10900 AND 9 SOI CHOKECHAIRUAMMITR 3, VIBHAVADI-RANGSIT ROAD, DINDANG, DINDANG, BANGKOK 10400, THAILAND"
MAL20106005AZ,MAPENEM (1 G INJECTION)(POWDER FOR SOLUTION FOR INJECTION OR INFUSION),MAL20106005AZ,SPG PHARMA (MALAYSIA) SDN BHD,"SUITE 1701, BLOCK A DAMANSARA INTAN E-BUSINESS PARK NO.1, JALAN SS20/27 47400 PETALING JAYA MALAYSIA",03-77331702,SIAM BHEASACH CO LTD,"123 SOI CHOKECHAIRUAMMITR, VIBHAVADI-RANGSIT ROAD, CHOMPHON, CHATUCHAK, BANGKOK 10900 AND 9 SOI CHOKECHAIRUAMMITR 3, VIBHAVADI-RANGSIT ROAD, DINDANG, DINDANG, BANGKOK 10400, THAILAND"
MAL20106010AZ,Axcel Clopidogrel-75mg Tablet,MAL20106010AZ,KOTRA PHARMA (M) SDN. BHD.,"NO. 1,2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE, 75250 CHENG MALAYSIA",06-3362222,KOTRA PHARMA (M) SDN. BHD.,"NO. 1, 2 & 3, JALAN TTC 12 CHENG INDUSTRIAL ESTATE 75250 MALAYSIA"
MAL20106013XZ,Biowell Zeero Chewable Tablet 200mg,MAL20106013XZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13 KAWASAN PERINDUSTRIAN BANDAR BARU BANGI 43000 KAJANG MALAYSIA"
MAL20106063NC,JANIPRO BIO DVP Saccharomyces boulardii + Vitamin C with Zinc Plus Powder,MAL20106063NC,Janipro (M) Sdn Bhd,"NO. 42, JALAN SEKSYEN 1/21, TAMAN KAJANG UTAMA, 43000 KAJANG MALAYSIA",019-3761289,Dong Foong Manufacturing Sdn Bhd,"NO. 40 & 42, JALAN SEKSYEN 1/21, TAMAN KAJANG UTAMA, 43000 KAJANG MALAYSIA"
MAL20112133XC,Avance JOINT COMFORT TABLET,MAL20112133XC,BEST WORLD LIFESTYLE SDN. BHD.,"SUITE 29.05, LEVEL 29, MENARA EXCHANGE 106, LINGKARAN TRX, TUN RAZAK EXCHANGE, 55188 KUALA LUMPUR MALAYSIA",603-2119 8829,ECKHART CORPORATION,"7110 REDWOOD BOULEVARD SUITE A, NOVATO, CA 94945, UNITED STATES"
MAL20112144ACZ,Furosemide-hameln 10mg/ml Injection,MAL20112144ACZ,IMEKS PHARMA SDN. BHD.,"NO. 5 & 9, JALAN UDANG HARIMAU 2 MEDAN NIAGA KEPONG 51200 KUALA LUMPUR MALAYSIA",0362418080,Mefar Ilac Sanayii A.S.,"RAMAZANOGLU MAH. ENSAR CAD. NO : 20 KURTKOY / PENDIK, TR 34906 ISTANBUL TURKEY TR 34906 TURKEY"
MAL20116002ACRZ,Nocdurna Oral Lyophilisate for Sublingual 25 mcg,MAL20116002ACRZ,Ferring Sdn. Bhd.,"21-6, BLOCK B JAYA ONE, NO. 72A, JALAN PROFESOR DIRAJA UNGKU AZIZ, 46200 PETALING JAYA MALAYSIA",0379603032,Catalent UK Swindon Zydis Limited,"FRANKLAND ROAD, BLAGROVE, SWINDON, WILTSHIRE, SN5 8RU UNITED KINGDOM"
MAL20116003ACRZ,Nocdurna Oral Lyophilisate for Sublingual 50 mcg,MAL20116003ACRZ,Ferring Sdn. Bhd.,"21-6, BLOCK B JAYA ONE, NO. 72A, JALAN PROFESOR DIRAJA UNGKU AZIZ, 46200 PETALING JAYA MALAYSIA",0379603032,Catalent UK Swindon Zydis Limited,"FRANKLAND ROAD, BLAGROVE, SWINDON, WILTSHIRE, SN5 8RU UNITED KINGDOM"
MAL20116017AZ,Latanost Eye Drops 0.005%,MAL20116017AZ,DUOPHARMA (M) SENDIRIAN BERHAD,"LOT 2599, JALAN SERULING 59 KAWASAN 3, TAMAN KLANG JAYA 41200 KLANG MALAYSIA",603-33232759,DUOPHARMA (M) SENDIRIAN BERHAD,"LOT 2599, JALAN SERULING 59, KAWASAN 3, TAMAN KLANG JAYA, 41200 KLANG MALAYSIA"
MAL20116018AZ,Latacom (Latanoprost 0.005% + Timolol 0.5%) Eye Drops,MAL20116018AZ,DUOPHARMA (M) SENDIRIAN BERHAD,"LOT 2599, JALAN SERULING 59 KAWASAN 3, TAMAN KLANG JAYA 41200 KLANG MALAYSIA",603-33232759,DUOPHARMA (M) SENDIRIAN BERHAD,"LOT 2599, JALAN SERULING 59, KAWASAN 3, TAMAN KLANG JAYA, 41200 KLANG MALAYSIA"
MAL20116019AZ,Hebecavir Film Coated Tablet 0.5mg,MAL20116019AZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13 KAWASAN PERINDUSTRIAN BANDAR BARU BANGI 43000 KAJANG MALAYSIA"
MAL20126009AZ,Pharmaniaga Suxamethonium Chloride 100mg/2ml Solution for Injection,MAL20126009AZ,PHARMANIAGA LIFESCIENCE SDN. BHD.,"LOT 7, JALAN PPU 3 TAMAN PERINDUSTRIAN PUCHONG UTAMA, 47100 PUCHONG MALAYSIA",03-80612006,PHARMANIAGA LIFESCIENCE SDN. BHD.,"LOT 7, JALAN PPU 3 TAMAN PERINDUSTRIAN PUCHONG UTAMA 47100 PUCHONG MALAYSIA"
MAL20126015AZ,CARIDINE SYRUP 0.5mg/ml,MAL20126015AZ,Duopharma Marketing Sdn. Bhd.,"LOT NO. 2,4,6,8 & 10, JALAN P/7, SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA",03-89242188,DUOPHARMA MANUFACTURING (BANGI) SDN. BHD.,"LOT NO. 2 & 4, JALAN P/7 SECTION 13, BANGI INDUSTRIAL ESTATE 43650 BANDAR BARU BANGI MALAYSIA"
MAL20126016AZ,ONDRIN INJECTION 4MG/2ML,MAL20126016AZ,SM PHARMACEUTICALS SDN. BHD.,"LOT 88, SUNGAI PETANI INDUSTRIAL ESTATE, 08000 SUNGAI PETANI MALAYSIA",04-4411801,SM PHARMACEUTICALS SDN. BHD.,LOT 88 SUNGAI PETANI INDUSTRIAL ESTATE 08000 SUNGAI PETANI MALAYSIA
MAL20126017ACZ,Levocet syrup 0.5mg/ml,MAL20126017ACZ,Asumed Biotech Sdn. Bhd.,"SS-21-08, STELLAR SUITES, JALAN PUTERI 4/7, BANDAR PUTERI PUCHONG 47100 PUCHONG MALAYSIA",+603-80230394,"Chen Ho Pharmaceutical Co., Ltd. Sinying Plant","NO.23, SINGONG ROAD, JIAFANG VILL., SINYING DIST., TAINAN CITY, 730 TAIWAN"
MAL20126126AZ,Hanlim Vasopressin Injection 20 IU/mL,MAL20126126AZ,IMEKS PHARMA SDN. BHD.,"NO. 5 & 9, JALAN UDANG HARIMAU 2 MEDAN NIAGA KEPONG 51200 KUALA LUMPUR MALAYSIA",0362418080,"Hanlim Pharm. Co., Ltd","2-27, YEONGMUN-RO, CHEOIN-GU, YONGIN -SI GYEONGGI-DO, KOREA,SOUTH"
MAL20132309AZ,CLOMETRO 7HP,MAL20132309AZ,SM PHARMACEUTICALS SDN. BHD.,"LOT 88, SUNGAI PETANI INDUSTRIAL ESTATE, 08000 SUNGAI PETANI MALAYSIA",04-4411801,SM PHARMACEUTICALS SDN. BHD.,LOT 88 SUNGAI PETANI INDUSTRIAL ESTATE 08000 SUNGAI PETANI MALAYSIA
MAL20172991XZ,PORO SUSPENSION 250mg/5ml (ORANGE FLAVOUR),MAL20172991XZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13 KAWASAN PERINDUSTRIAN BANDAR BARU BANGI 43000 KAJANG MALAYSIA"
MAL21016006AZ,Zithrolide 500mg Powder for Solution for Infusion,MAL21016006AZ,PHARMANIAGA LIFESCIENCE SDN. BHD.,"LOT 7, JALAN PPU 3 TAMAN PERINDUSTRIAN PUCHONG UTAMA, 47100 PUCHONG MALAYSIA",03-80612006,PHARMANIAGA LIFESCIENCE SDN. BHD.,"LOT 7, JALAN PPU 3 TAMAN PERINDUSTRIAN PUCHONG UTAMA 47100 PUCHONG MALAYSIA"
MAL21016008ACZ,TELSTRAN® Tablet 40mg,MAL21016008ACZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,INTAS PHARMACEUTICALS LIMITED,"PLOT NO. 457 & 458, VILLAGE MATODA, BAVLA ROAD AND PLOT NO. 191/218P, VILLAGE: CHACHARWADI, TAL- SANAND, DIST: AHMEDABAD, GUJARAT 382210 INDIA"
MAL21016009ACZ,TELSTRAN® Tablet 80mg,MAL21016009ACZ,Y.S.P. INDUSTRIES (M) SDN. BHD.,"LOT 3, 5, 7, 12 & 14, JALAN P/7, SECTION 13, KAWASAN PERINDUSTRIAN BANDAR BARU BANGI, 43000 KAJANG MALAYSIA",03-89251215,INTAS PHARMACEUTICALS LIMITED,"PLOT NO. 457 & 458, VILLAGE MATODA, BAVLA ROAD AND PLOT NO. 191/218P, VILLAGE: CHACHARWADI, TAL- SANAND, DIST: AHMEDABAD, GUJARAT 382210 INDIA"
MAL21016013AZ,OLTAD 20MG FILM COATED TABLETS,MAL21016013AZ,KOMEDIC SDN BHD,"NO. 4, JALAN PJS 11/14 BANDAR SUNWAY 46150 PETALING JAYA MALAYSIA",603-56344866,MEDOCHEMIE (FAR EAST) LTD - ORAL FACILITY,"NO. 40, VSIP II STREET 6, VIETNAM-SINGAPORE INDUSTRIAL PARK II, BINH DUONG INDUSTRY-SERVICE-URBAN COMPLEX, HOA PHU WARD, THU DAU MOT CITY, BINH DUONG PROVINCE, VIETNAM"
MAL21016018XCZ,BioWell TERRAFAST 500mg TABLET,MAL21016018XCZ,Vismedic Sdn. Bhd.,"NO.28B, JALAN BP6/6, BANDAR BUKIT PUCHONG 47120 PUCHONG MALAYSIA",0380631531,AV MANUFACTURING SDN.BHD,"LOT 10621 (PT 16700), JALAN PERMATA 2 ARAB MALAYSIAN INDUSTRIAL PARK 71800 NILAI MALAYSIA"
MAL21017001AZ,INJECSOL LIG2P (Lignocaine Hydrochloride Injection 2% w/v with Preservative),MAL21017001AZ,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44, KAW. PERINDUSTRIAN PENGKALAN CHEPA 2, 16100 KOTA BHARU MALAYSIA",09-7743388,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44 KAWASAN PERINDUSTRIAN PENGKALAN CHEPA 2 16100 KOTA BHARU MALAYSIA"
MAL21026038AZ,Pharmaniaga Magnesium Sulfate Concentrate 49.3% w/v Solution for Injection or Infusion,MAL21026038AZ,PHARMANIAGA LIFESCIENCE SDN. BHD.,"LOT 7, JALAN PPU 3 TAMAN PERINDUSTRIAN PUCHONG UTAMA, 47100 PUCHONG MALAYSIA",03-80612006,PHARMANIAGA LIFESCIENCE SDN. BHD.,"LOT 7, JALAN PPU 3 TAMAN PERINDUSTRIAN PUCHONG UTAMA 47100 PUCHONG MALAYSIA"
MAL21026126NC,"Janipro Aladants Alpha Lipoic Acid, Resveratrol, B Complex + Vitamin A, C, E, Zinc, Selenium with Curcuma Longa & Probiotic L. Reuteri Capsule",MAL21026126NC,Janipro (M) Sdn Bhd,"NO. 42, JALAN SEKSYEN 1/21, TAMAN KAJANG UTAMA, 43000 KAJANG MALAYSIA",019-3761289,Dong Foong Manufacturing Sdn Bhd,"NO. 40 & 42, JALAN SEKSYEN 1/21, TAMAN KAJANG UTAMA, 43000 KAJANG MALAYSIA"
MAL21026132NC,Janipro CSR Calcium Ascorbate + Acerola With Curcuma Longa & Probiotic Lactobacillus Acidophilus Capsule,MAL21026132NC,Janipro (M) Sdn Bhd,"NO. 42, JALAN SEKSYEN 1/21, TAMAN KAJANG UTAMA, 43000 KAJANG MALAYSIA",019-3761289,Dong Foong Manufacturing Sdn Bhd,"NO. 40 & 42, JALAN SEKSYEN 1/21, TAMAN KAJANG UTAMA, 43000 KAJANG MALAYSIA"
MAL21026139NC,"Janipro Calcipro Curcuma Longa, Vitamin D3, K2 & Probiotic Bifidobacterium Longum with Calcium Plus Capsule",MAL21026139NC,Janipro (M) Sdn Bhd,"NO. 42, JALAN SEKSYEN 1/21, TAMAN KAJANG UTAMA, 43000 KAJANG MALAYSIA",019-3761289,Dong Foong Manufacturing Sdn Bhd,"NO. 40 & 42, JALAN SEKSYEN 1/21, TAMAN KAJANG UTAMA, 43000 KAJANG MALAYSIA"
MAL21036010ARZ,"CoronaVac Suspension for Injection COVID-19 Vaccine (Vero Cell), Inactivated",MAL21036010ARZ,PHARMANIAGA LIFESCIENCE SDN. BHD.,"LOT 7, JALAN PPU 3 TAMAN PERINDUSTRIAN PUCHONG UTAMA, 47100 PUCHONG MALAYSIA",03-80612006,Sinovac Life Sciences Co. Ltd.,"NO. 21, TIANFU STREET, DAXING BIOMEDICINE INDUSTRIAL BASE OF ZHONGGUANCUN SCIENCE PARK, DAXING DISTRICT, BEIJING CHINA"
MAL21036014X,RinsA CGC 15 (Chlorhexidine Gluconate 0.015% w/v and Cetrimide 0.15% w/v Irrigation Solution),MAL21036014X,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44, KAW. PERINDUSTRIAN PENGKALAN CHEPA 2, 16100 KOTA BHARU MALAYSIA",09-7743388,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44 KAWASAN PERINDUSTRIAN PENGKALAN CHEPA 2 16100 KOTA BHARU MALAYSIA"
MAL21036015X,RinsA CGC 50 (Chlorhexidine Gluconate 0.05% w/v and Cetrimide 0.5% w/v Irrigation Solution),MAL21036015X,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44, KAW. PERINDUSTRIAN PENGKALAN CHEPA 2, 16100 KOTA BHARU MALAYSIA",09-7743388,AIN MEDICARE SDN. BHD.,"LOT 4933, 4934 & PT2464, JALAN 6/44 KAWASAN PERINDUSTRIAN PENGKALAN CHEPA 2 16100 KOTA BHARU MALAYSIA"
