Russian,English
"?????????? ??? ????????????? ????????? ??? ??????????????? ? ?????????? ???????? ????????????????? ????????, 11.25 ??, 11.25 ?? - ??????? (1) / ? ????????? ? ????????????? (??????) 2 ??-1 ??., ??????-1 ??. ? ???? ?/??? ????????? ??????????-3 ??. / - ????","lyophilisate for the preparation of a suspension for intramuscular and subcutaneous administration of prolonged action, 11.25 mg, 11.25 mg - vials (1) / complete with solvent (ampoules) 2 ml - 1 pc., syringes - 1 pc. and needles with / without a protective device - 3 pcs. / - pack"
"???????? ???????? ????????? ?????????, 1 ??, 10 ??. - ???????? (3) - ????? ?????????","film-coated tablets, 1 mg, 10 pcs. - blisters (3) - cardboard packs"
"???????? ???????? ????????? ?????????, 0.5 ??, 10 ??. - ???????? (3) - ????? ?????????","film-coated tablets, 0.5 mg, 10 pcs. - blisters (3) - cardboard packs"
"???????? ???????????, 120 ???, 10 ??. - ???????? (3) - ????? ?????????","Sublingual tablets, 120 mcg, 10 pcs. - blisters (3) - cardboard packs"
"???????? ???????????, 60 ???, 10 ??. - ???????? (3) - ????? ?????????","Sublingual tablets, 60 mcg, 10 pcs. - blisters (3) - cardboard packs"
"??????? ??? ????????????? ? ??????????????? ????????, 100 ???/??, 1 ?? - ??????? (5) - ???????? ????????? ????????? (1), ????? ?????????","solution for intravenous and intramuscular administration, 100 mcg/ml, 1 ml - vials (5) - blister pack (1), cardboard pack"
"??????? ??? ????????????? ? ??????????????? ????????, 100 ???/??, 1 ?? - ??????? (5) - ???????? ????????? ????????? (1) - ????? ?????????","solution for intravenous and intramuscular administration, 100 mcg/ml, 1 ml - vials (5) - blister packs (1) - cardboard packs"
"?????????? ??? ????????????? ???????? ??? ??????????????? ????????, 30 ???/?? (6 ???. ??/??), - ??????? (1) - ? ????????? ? ?????????????: ???? ??? ???????? (??????) 1 ?? (1), ??????? ??????????? (1), ?????? (2)/ - ????????? ??????????? ????? (4), ????","lyophilisate for the preparation of a solution for intramuscular injection, 30 mcg/ml (6 million IU/ml), - vials (1) - complete with a solvent: water for injection (ampoules) 1 ml (1), disposable syringe (1), needles (2) / - sealed plastic tray (4), anti"
"?????????? ??? ????????????? ???????? ??? ??????????????? ????????, 30 ???/?? (6 ???. ??/??), - ??????? (1) - ? ????????? ? ?????????????: ???? ??? ???????? (??????) 1 ?? (1), ??????? ??????????? (1), ?????? (2)/ - ????????? ??????????? ????? (4), ?????","lyophilisate for the preparation of a solution for intramuscular injection, 30 mcg/ml (6 million IU/ml), - vials (1) - complete with a solvent: water for injection (ampoules) 1 ml (1), disposable syringe (1), needles (2) / - sealed plastic tray (4), antiseptic"
"???????? ??? ????????? ??????????, 20%, 200 ? - ??????? (200) - ????? ?????????","emulsion for external use, 20%, 200 g - bottles (200) - cardboard packs"
"?????????? ??? ????????????? ???????? ??? ???????, 7.5 ??/??, 0.9 ?? - ??????? (1) - ???????? ????????? ?????????-????? ?????????","concentrate for the preparation of solution for infusion, 7.5 mg/ml, 0.9 ml - vials (1) - blister packs - cardboard packs"
"???????? ??? ????????? ?????????? 20%, 200 ? - ??????? (1) - ????? ?????????","emulsion for external use 20%, 200 g - bottles (1) - cardboard packs"
"?????????? ??? ????????????? ???????? ??? ?????????????, ??????????????????? ? ??????????????? ???????? 2 ??/??, 10 ??/5 ?? - ??????? (1) - ????? ?????????","concentrate for the preparation of a solution for intravenous, intraarterial and intravesical administration 2 mg/ml, 10 mg/5 ml - vials (1) - cardboard packs"
"?????????? ??? ????????????? ???????? ??? ?????????????, ??????????????????? ? ??????????????? ???????? 2 ??/??, 50 ??/25 ?? - ??????? (1) - ????? ?????????","concentrate for the preparation of a solution for intravenous, intraarterial and intravesical administration 2 mg/ml, 50 mg/25 ml - vials (1) - cardboard packs"
"?????????? ??? ????????????? ???????? ??? ?????????????, ??????????????????? ? ??????????????? ???????? 2 ??/??, 100 ??/50 ?? - ??????? (1) - ????? ?????????","concentrate for the preparation of a solution for intravenous, intraarterial and intravesical administration 2 mg/ml, 100 mg/50 ml - vials (1) - cardboard packs"
"???????? ???????? ????????? ????????? 10 ??, 10 ??. - ???????? (1) - ????? ?????????","Film-coated tablets 10 mg, 10 pcs. - blisters (1) - cardboard packs"
"???????? ???????? ????????? ????????? 10 ??, 10 ??. - ???????? (2) - ????? ?????????","Film-coated tablets 10 mg, 10 pcs. - blisters (2) - cardboard packs"
"???????? ???????? ????????? ????????? 10 ??, 10 ??. - ???????? (10) - ????? ?????????","Film-coated tablets 10 mg, 10 pcs. - blisters (10) - cardboard packs"
"???????? ???????? ????????? ?????????, 20 ??. - ???????? (5) - ?????? - ????? ?????????","film-coated tablets, 20 pcs. - blisters (5) - packages - cardboard packs"
"?????????? ??? ????????????? ???????? ??? ??????? 7,5 ??/??, 0,9 ?? - ??????? 2 ?? (1) - ??????????? ????????? ???????? (1) - ????? ?????????","concentrate for the preparation of solution for infusion 7.5 mg/ml, 0.9 ml - 2 ml vials (1) - plastic cell packaging (1) - cardboard packs"
"??????? ??? ????????????? ? ??????????????? ???????? 100 ???/??, 1 ?? - ?????? (5) - ????? ?????????","solution for intravenous and intramuscular administration 100 mcg/ml, 1 ml - ampoules (5) - cardboard packs"
"??????? ??? ?????????? ???????? 100 ???/0,5 ?? - ?????? (1) /? ????????? ? ?????/ - ????? ?????????",solution for subcutaneous administration 100 mcg/0.5 ml - syringes (1) /complete with a needle/ - cardboard packs
"??????? ??? ?????????? ???????? 150 ???/0,5 ?? - ?????? (1) /? ????????? ? ?????/ - ????? ?????????",solution for subcutaneous administration 150 mcg/0.5 ml - syringes (1) /complete with a needle/ - cardboard packs
"?????????? ??? ????????????? ???????? ??? ??????? 7,5 ??/??, 5 ?? - ??????? (1) - ??????????? ????????? ???????? (1) - ????? ?????????","concentrate for the preparation of solution for infusion 7.5 mg/ml, 5 ml - vials (1) - plastic cell packaging (1) - cardboard packs"
"???????? 10 ??, 50 ??. - ???????? ????????? ????????? (1) - ????? ?????????","10 mg tablets, 50 pcs. - blister packs (1) - cardboard packs"
"???????? ????????????????? ???????? ???????? ????????? ????????? 200 ??, 10 ??. - ???????? (6) - ????? ?????????","prolonged-release film-coated tablets 200 mg, 10 pcs. - blisters (6) - cardboard packs"
"???????? ????????????????? ???????? ???????? ????????? ????????? 300 ??, 10 ??. - ???????? (6) - ????? ?????????","film-coated prolonged-release tablets 300 mg, 10 pcs. - blisters (6) - cardboard packs"
"???????? ????????????????? ???????? ???????? ????????? ????????? 400 ??, 10 ??. - ???????? (6) - ????? ?????????","film-coated prolonged-release tablets 400 mg, 10 pcs. - blisters (6) - cardboard packs"
"???????? 10 ??, 10 ??. - ???????? ????????? ????????? (6) - ????? ?????????","10 mg tablets, 10 pcs. - blister packs (6) - cardboard packs"
"??????? ??? ?????????? ???????? 100 ??/??, 3 ?? - ???????? ? ?????-????? (5) - ????? ?????????","solution for subcutaneous injection 100 U/ml, 3 ml - cartridge in a syringe pen (5) - cardboard packs"
"???????? ???????? ????????? ????????? 100 ??, 30 ??. - ??????? (3) - ????? ?????????","film-coated tablets 100 mg, 30 pcs. - vials (3) - cardboard packs"
"??????? ??? ?????????? ???????? 100 ??/??, 3 ?? - ????????? ? ?????-????? (5) - ????? ?????????","solution for subcutaneous administration 100 U/ml, 3 ml - cartridges in a syringe pen (5) - cardboard packs"
"??????? 200 ??, 10 ??. - ???????? ????????? ????????? (1) - ????? ?????????","200 mg capsules, 10 pcs. - blister packs (1) - cardboard packs"
"??????? 100 ??, 10 ??. - ???????? ????????? ????????? (1) - ????? ?????????","100 mg capsules, 10 pcs. - blister packs (1) - cardboard packs"
"??????? 100 ??, 10 ??. - ???????? ????????? ????????? (4) - ????? ?????????","100 mg capsules, 10 pcs. - blister packs (4) - cardboard packs"
"??????? ??? ????????? ???????????? 320 ???+9 ???/???? , 60 ??? - ????????? ?????????? ""??????????"" (1) - ????? ?????????","Dosed inhalation powder 320 mcg + 9 mcg/dose, 60 doses - ""Turbuhaler"" metered dose inhaler (1) - cardboard packs"
"???????? ????????????????? ????????, ???????? ????????? ????????? 200 ??, 10 ??. - ???????? (6) - ????? ?????????","prolonged-release film-coated tablets 200 mg, 10 pcs. - blisters (6) - cardboard packs"
"???????? ????????????????? ????????, ???????? ????????? ????????? 400 ??, 10 ??. - ???????? (6) - ????? ?????????","prolonged-release film-coated tablets 400 mg, 10 pcs. - blisters (6) - cardboard packs"
"???????? ????????????????? ???????? ???????? ????????? ????????? 50 ??, 10 ??. - ???????? (6) - ????? ?????????","film-coated prolonged-release tablets 50 mg, 10 pcs. - blisters (6) - cardboard packs"
"???????? ???????? ????????? ?????????, 20 ??, 10 ??. - ??????? (3) - ????? ?????????","film-coated tablets, 20 mg, 10 pcs. - blister (3) - cardboard packs"
"???????? ???????? ????????? ?????????, 20 ??, 10 ??. - ??????? (10) - ????? ?????????","film-coated tablets, 20 mg, 10 pcs. - blister (10) - cardboard packs"
"???????? ????????????????? ???????? ???????? ????????? ?????????, 300 ??, 10 ??. - ??????? (6) - ????? ?????????","film-coated prolonged-release tablets, 300 mg, 10 pcs. - blister (6) - cardboard packs"
"???????? ???????? ????????? ?????????, 100 ??, 14 ??. - ???????? (2) - ????? ?????????","film-coated tablets, 100 mg, 14 pcs. - blisters (2) - cardboard packs"
"???????? ???????? ????????? ?????????, 100 ??, 30 ??. - ??????? (3) - ????? ?????????","film-coated tablets, 100 mg, 30 pcs. - vials (3) - cardboard packs"
"??????? ??? ?????? ??????, 10 ??/??, 240 ?? - ??????? (1) / ? ????????? ? ????????? ? ??????? ?????????? / - ????? ?????????","Oral solution, 10 mg/ml, 240 ml - vials (1) / complete with adapter and dosing syringe / - cardboard packs"
"??????? ??? ?????? ??????, 20 ??/??, 240 ?? - ??????? ?????????????? (1) / ? ????????? ? ????????? ? ??????? ?????????? / - ????? ?????????","Oral solution, 20 mg/ml, 240 ml - polyethylene bottles (1) / complete with adapter and dosing syringe / - cardboard packs"
"?????????? ??? ????????????? ??????????? ??? ????????????? ???????? ??? ???????, 200 ??, 1 ??. - ??????? (1) - ????? ?????????","lyophilisate for the preparation of concentrate for solution for infusion, 200 mg, 1 pc. - vials (1) - cardboard packs"
"???????? ????????????????? ???????? ???????? ????????? ????????? 200 ??, 10 ??. - ???????? (6) - ????? ?????????","film-coated prolonged-release tablets 200 mg, 10 pcs. - blisters (6) - cardboard packs"
"???????? ????????????????? ???????? ???????? ????????? ????????? 300 ??, 10 ??. - ???????? (6) - ????? ?????????","prolonged-release film-coated tablets 300 mg, 10 pcs. - blisters (6) - cardboard packs"
"???????? ????????????????? ???????? ???????? ????????? ????????? 400 ??, 10 ??. - ???????? (6) - ????? ?????????","film-coated prolonged-release tablets 400 mg, 10 pcs. - blisters (6) - cardboard packs"
?????????? ??? ????????????? ???????? ??? ??????? 200 ?? - ??????? (1)- ????? ?????????,lyophilisate for the preparation of solution for infusion 200 mg - vials (1) - cardboard packs
?????????? ??? ????????????? ???????? ??? ??????? 1000 ?? - ??????? (1)- ????? ?????????,lyophilisate for the preparation of solution for infusions 1000 mg - vials (1) - cardboard packs
"??????? ??? ??????????????? ???????? 0.5 ??/????, 0.5 ?? - ?????? (10) /? ????? ????????? ??? ?????????????? ?? ?????????????/ - ???????? ????????? ????????? - ????? ?????????","solution for intramuscular injection 0.5 ml/dose, 0.5 ml - ampoules (10) /with an ampoule knife or scarifier as needed/ - blister packs - cardboard packs"
"??????? ??? ??????????????? ???????? 0.5 ??/????, 0.5 ?? - ?????? (10) /? ????? ????????? ??? ?????????????? ?? ?????????????/ - ????? ?????????","solution for intramuscular injection 0.5 ml/dose, 0.5 ml - ampoules (10) /with an ampoule knife or scarifier as needed/ - cardboard packs"
"??????? ??? ????????? ???????????? 9 ???+320 ???/????, 60 ??? - ?????????? ?????????? ""??????????"" (1) - ????? ?????????","Dosed inhalation powder 9 mcg + 320 mcg/dose, 60 doses - ""Turbuhaler"" metered dose inhalers (1) - cardboard packs"
"????? ??? ?????? ?????? 10 ??/??, 10 ?? - ??????-?????????? ??????? ?????? - ????? ?????????","Drops for oral administration 10 mg/ml, 10 ml - dark glass dropper bottles - cardboard packs"
"??????? ??? ????????????? ? ?????????? ???????? 10 ???.??, 1 ?? - ?????? (3) - ???????? ????????? ????????? (2) /? ????????? ? ??????????? ??? ?????? ???? ""Protecs®""/ - ????? ?????????","solution for intravenous and subcutaneous administration 10 thousand IU, 1 ml - syringes (3) - blister packs (2) /complete with a needle protection device ""Protecs®""/ - cardboard packs"
"??????? ??? ????????????? ???????? 5 ??/??, 1 ??., 2 ?? - ?????? (4) - ????? ?????????","solution for intravenous administration 5 mg/ml, 1 pc., 2 ml - ampoules (4) - cardboard packs"
"??????? ??? ????????????? ????????? ??? ?????? ?????? 600 ??+42.9 ??/5 ??, 1 ??., 23.13 ? - ??????? - ????? ?????????","powder for the preparation of oral suspension 600 mg + 42.9 mg / 5 ml, 1 pc., 23.13 g - bottles - cardboard packs"
"???????? ???????? ????????? 20 ??, 10 ??. - ???????? ????????? ????????? (10) - ????? ?????????","film-coated tablets 20 mg, 10 pcs. - blister packs (10) - cardboard packs"
"??????? ??? ?????? ?????? 200 ??/??, 125 ?? - ??????? ??????? ?????? /? ????????? ? ???????? ??????/ - ????? ?????????","Oral solution 200 mg/ml, 125 ml - dark glass bottles /complete with a measuring cup/ - cardboard packs"
"???????? ???????? ????????? 150 ??, 10 ??. - ???????? ????????????? ????????? (10) - ????? ?????????","Film-coated tablets 150 mg, 10 pcs. - cell-less blister packs (10) - cardboard packs"
"??????? ??? ????????????? ????????? ??? ??????????????? ???????? ????????????????? ???????? 380 ?? - ??????? /? ????????? ? ????????????? (??????) 4 ??, ???????-1??., ????? ??? ????????????? ?????????-1??. ? ?????? ??? ????????-2 ??./ - ????? ?????????","Powder for the preparation of a prolonged-release suspension for intramuscular administration 380 mg - vials /complete with solvent (ampoules) 4 ml, syringe - 1 pc., needle for preparing the suspension - 1 pc. and injection needles - 2 pcs./ - cardboard packs"
"???????? ????????????????? ????????, 500 ??, 10 ??. - ???????? (5) - ????? ?????????","prolonged-release tablets, 500 mg, 10 pcs. - blisters (5) - cardboard packs"
"???????? ????????????????? ????????, 500 ??, 10 ??. - ???????? (10) - ????? ?????????","prolonged-release tablets, 500 mg, 10 pcs. - blisters (10) - cardboard packs"
"??????? ??? ????????????? ????????? ??? ??????????????? ???????? ????????????????? ????????, 380 ??, - ?????? (1) / ? ????????? ? ????????????? (???????) 4 ??, ???????-1??., ????? ??? ????????????? ?????????-1??. ? ?????? ??? ????????-2 ??. / - ????? ??","powder for the preparation of a prolonged-release suspension for intramuscular administration, 380 mg, - bottle (1) / complete with a solvent (vials) 4 ml, syringe - 1 pc., needle for preparing the suspension - 1 pc. and injection needles - 2 pcs. / - packs of"
"???????? ????????????????? ???????? ???????? ?????????, 0.8 ?, 14 ??. - ???????? (2) - ????? ?????????","film-coated prolonged-release tablets, 0.8 g, 14 pcs. - blisters (2) - cardboard packs"
"????? ????????? 10000 ??/??, 10 ?? - ??????? ? ?????????-??????????? (1) - ????? ?????????","Nasal drops 10,000 IU/ml, 10 ml - bottles with a dropper dispenser (1) - cardboard packs"
"???????, 150 ??, 7 ??. - ???????? (4) - ????? ?????????","capsules, 150 mg, 7 pcs. - blisters (4) - cardboard packs"
"??????? ??? ??????????????? ????????, 250 ??/5??, 5 ??, - ?????? (2) / ? ????????? ? ????? ?????????? (2) / - ???????? ????????? ????????? (1) – ????? ?????????","solution for intramuscular injection, 250 mg/5 ml, 5 ml, - syringes (2) / complete with a sterile needle (2) / - blister packs (1) - cardboard packs"
"???????? ???????? ????????? ?????????, 200 ??+25 ??+300 ??, 30 ??. - ??????? (1) - ????? ?????????","film-coated tablets, 200 mg + 25 mg + 300 mg, 30 pcs. - vials (1) - cardboard packs"
"???????? ???????? ????????? ?????????, 90 ??, 14 ??. - ??????? (4) - ????? ?????????","film-coated tablets, 90 mg, 14 pcs. - blister (4) - cardboard pack"
"???????? ???????? ????????? ?????????, 90 ??, 14 ??. - ??????? (12) - ????? ?????????","film-coated tablets, 90 mg, 14 pcs. - blister (12) - cardboard pack"
"???????, 150 ??, 7 ??. - ??????? (4) - ????? ?????????","capsules, 150 mg, 7 pcs. - blister (4) - cardboard packs"
