es,en
extracto de maca+asoc,maca extract+asoc
estradiol+medroxiprogesterona,estradiol+medroxyprogesterone
mirvetuximab soravtansina,mirvetuximab soravtansine
tafasitamab,tafasisitamab
tirzepatida,tirzepatide
momelotinib,momelotinib
barra secativa x 2 g (VL),drying bar x 2 g (VL)
loc.x 130 ml (VL),loc.x 130 ml (VL)
35 mg f.a. x 1,35 mg active ingredient x 1
10/5 mg comp.rec.x 60,10/5 mg coated tablets x 60
sob.x 12 (VL),sob. x 12 (VL)
caja x 8 (VL),box x 8 (VL)
aer. x 140 g (VL),aer. x 140 g (VL)
500 mg f.a. x 25,500 mg active ingredient x 25
200 ml x 1 (VL),200 ml x 1 (VL)
500 ml x 1 (VL),500 ml x 1 (VL)
gotas x 5 ml (VL),drops x 5 ml (VL)
s/sabor env.x 1000 g (VL),s/taste env.x 1000 g (VL)
1 mg comp. rec.x 30,1 mg coated tablets x 30
2 mg comp. rec.x 30,2 mg coated tablets x 30
3 mg comp. rec.x 30,3 mg coated tablets x 30
4 mg comp. rec.x 30,4 mg coated tablets x 30
chocolate pvo.x 1500 g (VL),chocolate pvo.x 1500 g (VL)
vainilla pvo.x 1500 g (VL),vanilla pvo.x 1500 g (VL)
comp.mast.x 30,comp.mast.x 30
frasco x 105 g (VL),bottle x 105 g (VL)
esp. limp.facial x 150ml (VL),esp. facial lymph x 150ml (VL)
tubo x 60 ml x 6 u. (VL),tube x 60 ml x 6 u. (VL)
gel x 15 g x 10 unid. (VL),gel x 15 g x 10 units. (VL)
gel x 25 g x 10 unid. (VL),gel x 25 g x 10 units. (VL)
med.glucosa x 1 (VL),med.glucose x 1 (VL)
kit med.+disp.+lanc+/tir (VL),med. kit + disp. + lancet/strip (VL)
naranja pvo.x 378 g (VL),orange pvo.x 378 g (VL)
40mg jga.prell.x 1 x 2ml (VL),40mg jga.prell.x 1 x 2ml (VL)
60mg jga.prell.x 1 x 3ml (VL),60mg jga.prell.x 1 x 3ml (VL)
5/25 mg a.x 1,5/25 mg once a day
gts.orales x 60 ml (VL),oral drops x 60 ml (VL)
dispositivo x 1 (VL),device x 1 (VL)
250 mg f.a.x 25 x 20 ml,250 mg f.a.x 25 x 20 ml
50 mg x 30 comp.,50 mg x 30 tablets.
5mg/ml vial x 1 x 20 ml,5mg/ml vial x 1 x 20 ml
Banana env.x 992 g (VL),Banana env.x 992 g (VL)
Chocolate env.x 992 g (VL),Chocolate box x 992 g (VL)
Vainilla env.x 992 g (VL),Vanilla pack x 992 g (VL)
vainilla pvo.x 1200 g (VL),vanilla pvo.x 1200 g (VL)
vainilla pvo.x 800 g (VL),vanilla pvo.x 800 g (VL)
frutilla lata x 400 g (VL),strawberry can x 400 g (VL)
27 mg parches x 30,27 mg patches x 30
100 mg comp.rec.x 2 VST,100 mg coated tablets x 2 VST
50 mg comp.rec.x 2 VST,50 mg coated tablets x 2 VST
polvo lata x 260 g (VL),powder can x 260 g (VL)
rosca bolsa x 1 (VL),bag twist x 1 (VL)
medidor de glucosa x 1 (VL),glucose meter x 1 (VL)
sob.x 30 x 6 g (VL),sob. x 30 x 6 g (VL)
cr.gel x 200 g (VL),cr.gel x 200 g (VL)
env. x 25 g (VL),approx. x 25 g (VL)
vainilla lata x 850 g (VL),vanilla can x 850 g (VL)
medidor glucosa x 1 (VL),glucose meter x 1 (VL)
sobres x 12 x 5g (VL),envelopes x 12 x 5g (VL)
loc.limp.x 155 ml (VL),loc.limp.x 155 ml (VL)
cr.limp.x 130 ml (VL),cr.limp.x 130 ml (VL)
80 mg comp.x 40,80 mg comp. x 40
bot.x 24 x 250 ml (VL),bot.x 24 x 250 ml (VL)
40 mg comp.x 1000,40 mg comp. x 1000
lancetas x 50 (VL),lancets x 50 (VL)
lector x 1 (VL),reader x 1 (VL)
4 mg/ml a.x 100,4 mg/ml x 100
frascos x 15,bottles x 15
frascos x 30,bottles x 30
500 mg comp. x 10,500 mg tablets x 10
sob.x 30 x 16 g (VL),sob. x 30 x 16 g (VL)
unid.x 100 (VL),unit x 100 (VL)
cr.x 450 ml (VL),cr.x 450 ml (VL)
lata polvo x 400 g,can powder x 400 g
2.5 mg/0.6 mLx1 KwikPen,2.5 mg/0.6 mL x 1 KwikPen
5 mg/0.6 mLx1 KwikPen,5 mg/0.6 mL x 1 KwikPen
sistemas x 21 (VL),systems x 21 (VL)
sistemas x 7 (VL),systems x 7 (VL)
2.5 mg comp.birran.x 30,2.5 mg comp. birran. x 30
lemonade pvo.x 180 g (VL),lemonade pvo.x 180 g (VL)
vai. lata x 740 g (VL),go. can x 740 g (VL)
brick x 24 unid.x200 ml (VL),brick x 24 units x 200 ml (VL)
pouch x 1.2 kg (VL),pouch x 1.2 kg (VL)
brick x 6 u. x 1000 ml (VL),brick x 6 u. x 1000 ml (VL)
1.7 mg jer. prell. x 4,1.7 mg jer. prell. x 4
2.4 mg jer. prell. x 4,2.4 mg jer. prell. x 4
kit de inicio (VL),starter kit (VL)
"netarsudil,mesilato","netarsudil, mesylate"
insaponificable de palta+soja,unsaponifiable of avocado+soybean
capivasertib,capivasertib
indocianina verde,indocyanine green
cr.gel facial x 50 g (VL),facial gel 50 g (VL)
40/12.5 mg comp.x 60,40/12.5 mg tablets x 60
80/12.5 mg comp.x 60,80/12.5 mg tablets x 60
brick x 200 ml x24 unid. (VL),brick x 200 ml x 24 units. (VL)
A+E cr.x 100 g (VL),A+E cr.x 100 g (VL)
25 mg comp.rec.x 60,25 mg coated tablets x 60
caram.x 8 unid. (VL),caram.x 8 units. (VL)
200 mg/2 ml f.a.x 10,200 mg/2 ml f.a.x 10
15/6.14 mg comp.rec.x 20,15/6.14 mg coated tablets x 20
15/6.14 mg comp.rec.x 60,15/6.14 mg coated tablets x 60
20/8.19 mg comp.rec.x 20,20/8.19 mg coated tablets x 20
20/8.19 mg comp.rec.x 60,20/8.19 mg coated tablets x 60
50 mg comp.rec.x 1000,50 mg coated tablets x 1000
100 mg comp. x 30,100 mg tablets x 30
200 mg comp. x 30,200 mg tablets x 30
25 mg comp. x 30,25 mg tablets x 30
chocolate env.x 990 g (VL),chocolate box x 990 g (VL)
vainilla env.x 960 g (VL),vanilla pack x 960 g (VL)
limonada env. x 363 g (VL),lemonade pack x 363 g (VL)
160 mg comp.x 64,160 mg tablets x 64
200 mg comp.x 64,200 mg tablets x 64
30 bricks x 125 ml,30 bricks x 125 ml
jab.x 100 g (VL),jab.x 100 g (VL)
env. x 200 g (VL),approx. x 200 g (VL)
25 mg vial x 5,25 mg vial x 5
gel x 8 g + aplicador (VL),gel x 8 g + applicator (VL)
sob.c/16 toall. (VL),sob.c/16 towels. (VL)
brik x 200 ml (VL),brick x 200 ml (VL)
est.x 1000 g (VL),est.x 1000 g (VL)
pouch x 1 kg (VL),pouch x 1 kg (VL)
pouch x 1000 g (VL),pouch x 1000 g (VL)
brick x 6 unid. x 1000ml (VL),brick x 6 units x 1000ml (VL)
pouch x 17 g (VL),pouch x 17 g (VL)
pouch x 5 x 17 g (VL),pouch x 5 x 17 g (VL)
0.25 mg/ds lap.x1 x1.5ml,0.25 mg/ds lap.x1 x1.5ml
0.5 mg/ds lap.x1 x1.5ml,0.5 mg/ds lap.x1 x1.5ml
1 mg/ds lap.x1 x3ml,1 mg/ds lap.x1 x3ml
1.7 mg/ds lap.x1 x3ml,1.7 mg/ds lap.x1 x3ml
2.4 mg/ds lap.x1 x3ml,2.4 mg/ds lap.x1 x3ml
medidor x 1 (VL),meter x 1 (VL)
kit med.glucosa x 1 (VL),glucose kit x 1 (VL)
lactobacillus rhamnosus,lactobacillus rhamnosus
lactobacillus rhamnosus+boulardi,lactobacillus rhamnosus+boulardi
Tratamiento HPV,HPV Treatment
chocolate pvo.x 900 g (VL),chocolate pvo.x 900 g (VL)
vainilla pvo.x 900 g (VL),vanilla pvo.x 900 g (VL)
10% a.x 100,10% a.x 100
300UI/0.48ml iny.prellx1,300UI/0.48ml inj.prellx1
450UI/0.72ml iny.prellx1,450UI/0.72ml inj.prellx1
900UI/1.44ml iny.prellx1,900UI/1.44ml inj.prellx1
sus.x200ml con y sin jga,sus.x200ml with and without jga
sus.x90ml con y sin jga,sus.x90ml with and without jga
60 mg comp.rec. x 28,60 mg coated tablets x 28
env. x 15 ml (VL),approx. x 15 ml (VL)
cr. facial x 100 g (VL),facial cream x 100 g (VL)
cr. facial x 200 g (VL),facial cream x 200 g (VL)
choc. mousse x 788 g (VL),chocolate mousse x 788 g (VL)
vain. caramel x 779 g (VL),vain. caramel x 779 g (VL)
cr.blanqueadora x 30 g (VL),whitening cream x 30 g (VL)
sin sabor estuche x 800g (VL),flavorless case x 800g (VL)
sin sabor lata x 800 g (VL),tasteless can x 800 g (VL)
cr.x 400 g (VL),cr.x 400 g (VL)
frasco x 200 ml (VL),bottle x 200 ml (VL)
bot. x 24 x 125 ml (VL),bottle x 24 x 125 ml (VL)
chocolate env.x 1140 g (VL),chocolate box x 1140 g (VL)
vainilla env.x 1110 g (VL),vanilla pack x 1110 g (VL)
lemonade pvo.x 450 g (VL),lemonade pvo.x 450 g (VL)
pote. x 50 g (VL),pot. x 50 g (VL)
pote. x 8 g (VL),pot. x 8 g (VL)
lancetas 28G x100 unid. (VL),28G lancets x100 units (VL)
frasco x 114 g (VL),bottle x 114 g (VL)
1 filtro c/env. indiv. (VL),1 filter with individual packaging (VL)
120 mg comp.rec. x 7,120 mg coated tablets x 7
ref. pH 3.5 jab.x200ml (VL),ref. pH 3.5 jab.x200ml (VL)
ref. pH 6.8 jab.x 200 ml (VL),ref. pH 6.8 jab.x 200 ml (VL)
lisdexanfetamina,lisdexamfetamine
concizumab,concizumab
sin sabor pote x300 g (VL),flavorless jar x300g (VL)
150mg/1.5ml lap.prell.x1,150mg/1.5ml lap.prell.x1
60mg/1.5ml lap.prell.x1,60mg/1.5ml lap.prell.x1
botella x 1000 ml,1000 ml bottle
bruma x 100 ml (VL),mist x 100 ml (VL)
chocolate x 930 g (VL),chocolate x 930 g (VL)
frut.acai pote x 300 g (VL),acai fruit pot x 300 g (VL)
frutilla pote x 300 g (VL),strawberry jar x 300 g (VL)
lata x 225 g (VL),can x 225 g (VL)
libre sulf.shamp.x 100ml,Sulfate-free shampoo 100ml
lim.men.jen pote x 225 g (VL),lim.men.jen pot x 225 g (VL)
lim.men.jen pote x 300 g (VL),lim.men.jen pot x 300 g (VL)
limon. rosa pote x 225 g (VL),Lemon. Rose jar x 225 g (VL)
limon. rosa pote x 330 g (VL),Lemon. Rose jar x 330 g (VL)
loc.limpiadora x 50 ml (VL),cleaning solution x 50 ml (VL)
lurbinectedina,lurbinectedin
nar. mango pote x 330 g (VL),Nar. mango pot x 330 g (VL)
sin sabor pote x 300 g (VL),flavorless jar x 300 g (VL)
sobre x 1 x 5 g (VL),sachet x 1 x 5 g (VL)
vainilla x 900 g (VL),vanilla x 900 g (VL)
lidocaina+epinefrina,lidocaine + epinephrine
100 mg comp.lib.prol.x20,100 mg prolonged release tablets x 20
10mg comp.x 30,10 mg tablets x 30
2% susp.oral x 90 ml (VL),2 percent oral suspension x 90 ml (VL)
4% susp.oral x 90 ml (VL),4 percent oral suspension x 90 ml (VL)
lidocaina+epinefrina,lidocaine+epinephrine
fibrinógeno humano+asoc.,human fibrinogen+assoc.
100 mg comp.lib.prol.x20,100 mg prolonged-release tablets x20
10mg comp.x 30,10mg tablets x 30
2% susp.oral x 90 ml (VL),2% oral suspension x 90 ml (VL)
4% susp.oral x 90 ml (VL),4% oral suspension x 90 ml (VL)
Caja x 30 cód. 421564 (VL),"Box of 30, code 421564 (VL)"
Vacuna antipoliomielítica,Polio vaccine
vacuna antipoliomielítica trival,trival polio vaccine
proteínas de suero de leche,whey proteins
"glicólico,ác.+asoc.","glicólico, evil.+asoc."
anfotericina b complejo lipídico,amphotericin b lipid complex
rivaroxabán,rivaroxaban
paclitaxel albúmina,paclitaxel albumin
antígeno virus sincicial resp.,syncytial virus antigen resp.
aceite de argán+vit.e,acceptance from argán+vit.e
producto cosmético,cosmetic product
aceite de orégano+asoc,oregano oil+asoc
"ricinoleico,ác.triglicérido","ricinoleico,evil.triglicérido"
acetilcisteína,acetylcysteine
amoxicilina+acetilcisteína,amoxicillin+acetylcysteine
acetilcisteína+paracet.+asoc.,acetylcysteine+paracet.+asoc.
acetilcisteína+tirotricina+asoc.,acetylcysteine+thyrothricin+asoc.
"aminocaproico,ác.","aminocaproico, evil."
vit.a+alantoína+asoc.,vit.a+allantoin+assoc.
"ibandrónico,ác.","Ibandronic, ac."
factor VIII coagulación recomb.,factor VIII coagulation recombin.
factor VIII coagulación recomb.pegilado,pegylated recombining coagulation factor VIII
máscara facial anatómica o bucal,anatomical facial or mouth mask
antígenos virus influenza,influenza virus antigens
sulfadiazina+alantoína+asoc.,sulfadiazine+allantoin+asoc.
antígeno hepatitis b,hepatitis b antigen
colág.hidr.+magnesio+ác.hialur.+asoc.,hydr.collag.+magnesium+hyalur.ac.+assoc.
colágeno tipo II+asoc.,type II collagen+asoc.
plántago ovata+cassia angustif.,plantago ovata+cassia angustif
netupitant+palonosetrón,netupitant+palonosetrón
"zoledrónico,ác.","zoledronic,ac."
albúmina humana,human albumin
alcohol etílico,ethyl alcohol
alcohol etílico+asoc.,ethyl alcohol+asoc.
dextrán+hidroxipropilmetilcel,with dextran+hydroxypropylmethyl
fórm.aminoácidos libres lactante,infant free amino acid formula
fórm.hidrólisis parcial lactante,infant partial hydrolysis form
diclofenac potásico+paracetamol,diclofenac potassium+paracetamol
diclofenac potásico+pridinol,diclofenac potassium+pridinol
tirotricina+benzocaína+asoc.,thyrothricin+benzocaine+asoc.
"glutamina,dipéptido","glutamine,dipeptide"
"acetilsalicílico,ác.+cafeína",acetylsalicylic acid+caffeine
carboximetilcelulosa sódica,sodium carboxymethylcellulose
oximetazolina+hialuronato sódico,oxymetazoline+sodium hyaluronate
valsartán,waltz toe
valsartán+hidroclorotiazida,valsartan+hydrochlorothiazide
hialuronato sódico,sodium hyaluronate
proteínas+grasas+carbohid.+asoc.,proteins+fats+carbohydrates+assoc.
"colistimetato,sódico","colistimethate,sodium"
"salicílico,ác.+asoc.","salicylic,ac.+asoc."
colágeno+asoc.,collagen+assoc.
"hialurónico,ác.+asoc.","hyaluronic,ac.+assoc."
proteínas,proteins
aceite de limón+asoc.,lemon oil+assoc.
producto médico,medical product
aminoácidos,amino acids
aminoácidos+asoc.,amino acids+assoc.
"láctico,ác.+asoc.","strabismus, evil.+asoc."
pamidronato disódico,pamidronato disódico
vit.+aminoácidos,vit.+amino acids
"amoxicilina+clavulánico,ác.","amoxicillin+clavulanate,ac."
proteína de arveja,pea protein
atorvastatín,atorvastatin
atorvastatín+ezetimibe,atorvastatin+ezetimibe
diclofenac sódico+paracetamol,diclofenac sodium+paracetamol
"hierro+vit.b12+fólico,ác.+asoc.","iron+vit.b12+folic,ac.+asoc."
proparacaína,proparacaine
"fólico,ác.","folico, evil."
gentamicina+benzocaína+asoc.,gentamicin+benzocaine+asoc.
lidocaína+asoc.,lidocaine+asoc.
"zinc,óxido+asoc.","zinc,oxide+asoc."
losartán,losartan
"amlodipina+losartán,potásico","amlodipine+losartan,potassium"
losartán+hidroclorotiazida,losartan+hydrochlorothiazide
carboximetilcelulosa sód.+asoc.,carboxymethylcellulose sod.+asoc.
"tranexámico,ác.","tranexámico, evil."
guaraná+asoc.,guarana+assoc.
colágeno+cúrcuma+vit.d3,collagen+turmeric+vit.d3
diacereína,diacereina
diacereína+sulf.glucosamina pot.,diacereína+sulph. glucosamine pot.
cafeína+asoc.,caffeine+assoc.
diclofenac sódico,diclofenac sodium
antígeno covid-19,covid-19 antigen
diclofenac potásico,diclofenac potassium
"fusídico,ác.","fusídico, evil."
"fusídico,ác.+betametasona","fusídico, evil.+betametasona"
"arándano,ext.","blueberry, ext."
"salicílico,ác.+glicólico,ác.","salicílico, evil.+glicólico, evil."
"condroitín,sulfato+glucosamina","chondroitin,sulfate+glucosamine"
"acetilsalicílico,ác.",acetylsalicylic acid
"salicílico,ác.+mandélico,ác.","salicylic,ac.+mandelic,ac."
candesartán cilexetil,candesartán cilexetil
candesartán+hidroclorotiazida,candesartan+hydrochlorothiazide
"eicosapentanoico,ác.+asoc.","eicosapentaenoico,ác.+asoc."
isotretinoína,isotretinoin
xilitol+niacinamida+manteca de karité,xylitol+niacinamide+shea butter
"titanio,dióxido+zinc,óxido","titanium,dioxide+zinc,oxide"
"vit.a+zinc,óxido+xylitol+niacinamida+m.karité","vit.a+zinc, oxide+xylitol+niacinamide+m.karite"
"linoleico,ác.conjugado","linoleic, conjugated acid"
ácidos grasos esenciales omega 3,omega 3 essential fatty acids
"trehalosa+caboximetilcelulosa,sódica+glicerina","trehalose+caboxymethylcellulose,sodium+glycerin"
"ursodesoxicólico,ác.","ursodesoxicólico, evil."
manteca de karité+asoc.,shea butter+assoc.
antígeno hepatitis a,hepatitis a antigen
interferón beta 1a,interferon beta 1a
"aluminio,clorhidróxido","aluminum, chlorhydroxide"
pantoprazol magnésico,pantoprazole magnesium
acetilcisteína+cúrcuma+vit.c+asoc.,acetylcysteine+turmeric+vit.c+asoc.
"fólico,ác.+asoc.","folico, evil.+asoc."
diclofenac sódico+orfenadrina,diclofenac sodium+orphenadrine
bempedoico ác.,evil bempedoico.
bempedoico ác.+ezetimibe,Bempedoco ác.+Ezetimibe
factor IX coagulación recomb.,factor IX coagulation recombin.
cúrcuma,turmeric
tiopenthal sódico,sodium thiopenthal
"benzoílo,peróxido","benzoyl,peroxide"
factores de coagulación,clotting factors
telmisartán,telmisartan
telmisartán+hidroclorotiazida,telmisartan+hydrochlorothiazide
interferón beta 1b,interferon beta 1b
"betametasona+salicílico,ác.","betamethasone+salicylic,ac."
edoxabán,edoxaban
Antibiótico,Antibiotic
Antineoplásico,Antineoplastic
Dermatocosméticos,Dermatocosmetics
Analgésico Antiinflam.,Analgesic Anti-inflammatory.
Antipsicótico,Antipsychotic
Antiepiléptico,Antiepileptic
Ansiolítico,Anxiolytic
Alimentos propós.médico específ.,Specific medically intended foods
Analgésico,Analgesic
Antimicótico,Antifungal
Analgésico Antifebril,Analgesic/Fever Reducer
Productos odontológicos,Dental products
Antianémico,Antianemic
Antihipertensivo Diurético,Antihypertensive Diuretic
Antitrombótico,Antithrombotic
cáps.x 30 (VL),30 caps (VL)
Antihistamínico,Antihistamine
El precio publicado no incluye gravámenes u otros,The published price does not include taxes or other charges.
Ansiolítico Anticonvulsivo,Anxiolytic Anticonvulsant
Trat.disfunción sexual masc.,Treatment of male sexual dysfunction
Citostático,Cytostatic
Antiespasmódico,Antispasmodic
Hidratante Nutriente dérmico,Moisturizing and nourishing skin
Antiasmático,Anti-asthmatic
Trat.de la disfunción eréctil,Treatment of erectile dysfunction
Anestésico local,Local anesthetic
Antiinflam.Analgésico.Miorrelajante,Anti-inflammatory. Analgesic. Muscle relaxant
Vitamínico,Vitamin supplement
Reconstituyente dérmico,Dermal Reconstituent
Antibiótico Antiinfl.,Anti-inflammatory antibiotic
cáps.x 60 (VL),60 caps (VL)
Diurético,Diuretic
Antiemético,Antiemetic
Antiartrósico,Antiarthritic
Antimicótico tópico,Topical antifungal
Cosmético Capilar,Hair Cosmetic
proteínas+asoc.,proteins+assoc.
Antiácido,Antacid
Productos para contactología,Products for contact lenses
Antiprostático,Anti-prostate
Antihemofílico,Antihemophilic
cáps.x 30,30 caps
Trat.hipertensión arterial pulmonar,Treatment of pulmonary arterial hypertension
Fórmula infantil,Infant formula
Mucolítico,Mucolytic
Protector dérmico,Skin protectant
Antibiótico oftálmico,Ophthalmic antibiotic
Neuroléptico,Neuroleptic
Contraste radiológico,Radiological contrast
Inhibidor resorc.osteoclástica,Osteoclastic resorption inhibitor
propóleo+asoc.,propolis+assoc.
aminoácidos+carbohidratos+asoc.,amino acids+carbohydrates+assoc.
cáps. x 30 (VL),30 capsules (VL)
Expectorante Mucolítico,Mucolytic Expectorant
Hipnótico,Hypnotic
Antialérgico Antiinflamatorio,Anti-allergic Anti-inflammatory
Antiosteoporótico,Anti-osteoporotic
Inmunización pasiva,Passive immunization
Polivitamínico Polimineral,Multivitamin and Multimineral
Antiandrógeno,Antiandrogen
lidocaína,lidocaine
Quimioterápico,Chemotherapy
Adhesivo p/prótesis dentales,Adhesive for dental prostheses
Analgésico Descongestivo,Analgesic Decongestant
Antiinflam.tópico,Topical anti-inflammatory
Nutrición enteral,Enteral nutrition
Antialérgico,Anti-allergic
Antilitogénico Litolítico,Antilithogenic Litholytic
Hidratante dérmico,Dermal moisturizer
Nutriente dérmico,Dermal nutrient
Terapéutica tiroidea,Thyroid therapy
Antiséptico,Antiseptic
Antialérgico Antihistamínico,Antiallergic Antihistamine
Inhib.de la proteína quinasa,Protein kinase inhibitor
Antimigrañoso,Anti-migraine
Corticosteroide tópico,Topical corticosteroid
Gastrocinético,Gastrokinetic
"hialurónico,ác.",hyaluronic acid.
valsartán+amlodipina,valsartan+amlodipine
Analgésico Antirreumático,Analgesic Antirheumatic
Antitrombótico Vasodilatador,Antithrombotic Vasodilator
Calciterápico,Calcitherapy
enoxaparina sódica,enoxaparin sodium
valsartán+hidrocloroti.+amlodip.,valsartan+hydrochlorothiazide+amlodipine
Analgésico Antiespasmódico,Analgesic Antispasmodic
Antibiótico Antiinfl.Antimicot.,Antibiotic Anti-inflammatory Antifungal
Antibiótico tópico,Topical antibiotic
Simpaticomimético,Sympathomimetic
Antialopécico,Anti-hair loss
Antibiótico Anestésico bucof.,Antibiotic Anesthetic bucof.
Hemostático,Haemostatic
Nutrición parenteral,Parenteral nutrition
Anestésico,Anesthetic
Antiespasmódico vesical,Bladder antispasmodic
Polivitamínico,Multivitamin
Anticariogénico,Anticariogenic
Antineoplásico. Inhibidor de la proteínaquinasa,Antineoplastic. Protein kinase inhibitor
cáps.x 60,60 caps.
Trat.déficit atenc/hiperac(ADHD),Treatment of attention deficit/hyperactivity disorder (ADHD)
Dermatológico,Dermatological
centella asiática+asoc.,Centella asiatica + associates
sérum x 30 ml (VL),serum x 30 ml (VL)
Antiarrítmico,Antiarrhythmic
Flebotónico Antihemorroidal,Phlebotonic Antihemorrhoidal
Fórmula p/propósito médico,Formula for medical purposes
Hipnoanalgésico,Hypnoanalgesic
Hormonoterapia antineoplásica,Antineoplastic hormone therapy
Queratolítico,Keratolytic
Antihemorrágico,Antihemorrhagic
fórm.etapa 3,form.stage 3
Trat.de la fibrosis ideopática,Treatment of idiopathic fibrosis
Antidiabético,Antidiabetic
Antimicótico Antibacteriano,Antifungal Antibacterial
fórm.etapa 1,form.stage 1
Fórmula de continuación,Continuation formula
Fórmula de inicio,Starting formula
proteínas+vitaminas+minerales,proteins+vitamins+minerals
150 mg cáps.x 30,150 mg capsules x 30
20 mg cáps.x 28 (VL),20 mg capsules x 28 (VL)
40 mg cáps.x 28 (VL),40 mg capsules x 28 (VL)
Analgésico Antiinfl.Antifebril,"Analgesic, Anti-inflammatory, Antipyretic"
Analgésico Antineurítico,Analgesic Antineuritic
Antialérgico ocular,Eye allergy medication
Antiinflam.Antirreumático,Anti-inflammatory. Anti-rheumatic
fórm.etapa 2,form.stage 2
Terapéutica prostática,Prostate therapy
"tióctico,ác.",thioctic acid
20 mg cáps.x 14 (VL),20 mg capsules x 14 (VL)
blíster comp.x 30 (VL),blister pack x 30 (VL)
Descongestivo oftálmico,Ophthalmic decongestant
ondansetrón,ondansetron
tirotricina+benzocaína,tyrothricin+benzocaine
75 mg cáps.x 30,75 mg capsules x 30
Antiséptico bucofaríngeo,Oropharyngeal antiseptic
Progestágeno,Progestogen
Trat.tópico de la rosácea,Topical treatment of rosacea
Somatotrópico,Somatotropic
Venotónico,Venotonic
20 mg cáps.x 30 (VL),20 mg capsules x 30 (VL)
Analgésico Miorrelaj.,Analgesic Myorelax.
Analgésico tópico Antiinfl.,Topical analgesic Anti-inflammatory
Antiinflam.Antineurítico,Anti-inflammatory. Anti-neuritic
Coadyuvante en oncología,Adjuvant in oncology
"hierro+fólico,ác.",iron+folic acid.
Moduladores para Fibrosis Quística,Modulators for Cystic Fibrosis
Solución p/diálisis peritoneal,Solution for peritoneal dialysis
50 mg cáps.x 30,50 mg capsules x 30
Antibiótico Expectorante,Expectorant Antibiotic
Antirreumático,Antirheumatic
Fórmula hipoalergénica+trat.APLV,Hypoallergenic formula + CMPA treatment
heparina sódica,sodium heparin
sacubitrilo+valsartán,sacubitril+valsartan
"salicílico,ác.",salicylic acid.
300 mg cáps.x 30,300 mg capsules x 30
Antidispéptico Antiemético Antinauseoso,"Anti-dyspeptic, antiemetic, anti-nausea"
Antipsoriásico,Antipsoriatic
Antiséptico Anestésico,Antiseptic Anesthetic
blíster comp.x 60 (VL),blister pack x 60 (VL)
carbón activado,activated carbon
Cardiotónico,Cardiotonic
colágeno+vit.e+asoc.,collagen+vit.e+assoc.
"fenofíbrico,ác.",fenofibric acid
Regulador sueño-vigilia,Sleep-wake regulator
100 mg cáps.x 21,100 mg capsules x 21
150 mg cáps.x 28,150 mg capsules x 28
20 mg cáps.x 30,20 mg capsules x 30
"adapaleno+benzoílo,peróxido",adapalene+benzoyl peroxide
Antialdosterónico,Antialdosterone
Antiespasmódico Antiflatulento,Antispasmodic Antiflatulent
Antiespástico,Antispasmodic
Energizante psicofísico,Psychophysical energizer
ergotamina+cafeína+asoc.,ergotamine+caffeine+assoc.
Hipnótico no benzodiazepinico,Non-benzodiazepine hypnotic
Reposición de potasio,Potassium replacement
vaselina líquida,liquid petroleum jelly
10 mg cáps.x 21,10 mg capsules x 21
125 mg cáps.x 21,125 mg capsules x 21
25 mg cáps.x 21,25 mg capsules x 21
5 mg cáps.x 21,5 mg capsules x 21
aceite de chía,chia oil
Analgésico opioide,Opioid analgesic
Antiséptico Bactericida,Antiseptic Bactericidal
Antiséptico Desinfectante,Antiseptic Disinfectant
"arándano,ext.+asoc.","blueberry, ext.+assoc."
blíst.x 15 x 10 cáps.c/u (VL),blist x 15 x 10 caps. each (VL)
Colagogo Colerético,Cholagogue Choleretic
Corticosteroide oftálmico,Ophthalmic corticosteroid
cáps.x 32 (VL),32 caps (VL)
fibras+proteínas+asoc.,fibers+proteins+assoc.
Fórmula para prematuros,Formula for premature babies
imipenem+cilastatín,imipenem+cilastatin
Trat.de la esclerosis múltiple,Treatment of multiple sclerosis
15 mg cáps.x 21,15 mg capsules x 21
75 mg cáps.x 21,75 mg capsules x 21
Ansiolítico Antiespasm.,Anxiolytic Antispasm.
Antimicótico uso sistémico,Antifungal for systemic use
Antiséptico Cicatrizante,Antiseptic Healing agent
bupivacaína,bupivacaine
Fármaco antiobesidad no sistém.,Non-systemic anti-obesity drug.
