Local Product Name,Local Pack Code,Generic Name,WHO ATC Code,Formulation,Strength Size,Fill Size,Customized 1,Marketing Authority / Company Name,Effective Start Date,Effective End Date,Public with VAT Price,Pharmacy Purchase Price,Local Pack Description,Reimbursable Status,Reimbursable Rate,Reimbursable Notes,Copayment Value,Copayment Percent,Margin Rule,VAT Percent,detail_url
SIFOXINA DUO,5310001285364,"sitagliptin, metformin",A10BD07,филм-обложена таблета,50 mg/850 mg,30 таблети (блистер 3 х 10)/кутија,1 филм-обложена таблета содржи: ситаглиптин. . . 50 mg метформин. . . 850 mg,"ALKALOID AD Skopje - Pharmaceutical, Chemical, Cosmetic Industry, Skopje, R.North Macedonia",03.12.2025,17.11.2030,0,0,филм-обложена таблета 30 таблети (блистер 3 х 10)/кутија 50 mg/850 mg 1 филм-обложена таблета содржи: ситаглиптин. . . 50 mg метформин. . . 850 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4723734408?t:ac=overview
SIFOXINA DUO,5310001285739,"sitagliptin, metformin",A10BD07,филм-обложена таблета,50 mg/850 mg,60 tablets (blister 6 x 10)/box,1 филм-обложена таблета содржи: ситаглиптин. . . 50 mg метформин. . . 850 mg,"ALKALOID AD Skopje - Pharmaceutical, Chemical, Cosmetic Industry, Skopje, R.North Macedonia",03.12.2025,17.11.2030,0,0,film-coated tablet 60 tablets (blister 6 x 10)/box 50 mg/850 mg 1 film-coated tablet contains: sitagliptin...50 mg metformin...850 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4723734407?t:ac=overview
SIFOXINA DUO,5310001285500,"sitagliptin, metformin",A10BD07,film-coated tablet,50 mg/1000 mg,30 tablets (blister 3 x 10)/box,1 film-coated tablet contains: sitagliptin...50 mg metformin...1000 mg,"ALKALOID AD Skopje - Pharmaceutical, Chemical, Cosmetic Industry, Skopje, R.North Macedonia",03.12.2025,17.11.2030,0,0,film-coated tablet 30 tablets (blister 3 x 10)/box 50 mg/1000 mg 1 film-coated tablet contains: sitagliptin...50 mg metformin...1000 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4723734406?t:ac=overview
SIFOXINA DUO,5310001285630,"sitagliptin, metformin",A10BD07,film-coated tablet,50 mg/1000 mg,60 tablets (blister 6 x 10)/box,1 film-coated tablet contains: sitagliptin....50 mg metformin...100 mg,"ALKALOID AD Skopje - Pharmaceutical, Chemical, Cosmetic Industry, Skopje, R.North Macedonia",03.12.2025,17.11.2030,0,0,film-coated tablet 60 tablets (blister 6 x 10)/box 50 mg/1000 mg 1 film-coated tablet contains: sitagliptin....50 mg metformin...100 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4723734405?t:ac=overview
SILFECT,8680199090659,sildenafil,G04BE03,филм-обложена таблета,100 mg,4 филм-обложени таблети/кутија,1 film-coated tablet contains: sildenafil citrate...140.48 mg (equivalent to 100 mg sildenafil),"World Medicine Ilac San ve Tic.A.S., Istanbul, Turkey",21.12.2022,30.11.2027,0,0,film-coated tablet 4 film-coated tablets/box 100 mg 1 film-coated tablet contains: sildenafil citrate...140.48 mg (equivalent to 100 mg sildenafil),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2994848325?t:ac=overview
SILFECT,8680199090642,sildenafil,G04BE03,филм-обложена таблета,100 mg,1 film-coated tablet/box,1 film-coated tablet contains: sildenafil citrate...140.48 mg (equivalent to 100 mg sildenafil),"World Medicine Ilac San ve Tic.A.S., Istanbul, Turkey",14.02.2023,30.11.2027,0,0,film-coated tablet 1 film-coated tablet/box 100 mg 1 film-coated tablet contains: sildenafil citrate...140.48 mg (equivalent to 100 mg sildenafil),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3029037191?t:ac=overview
SILVERDIN,8699525351173,silver sulfadiazine,D06BA01,cream,10 mg/1 g,RE tube x 40 g/box,1 g of cream contains: silver sulfadiazine...10 mg,"DEVA HOLDING A.S., Kapakli/Tekirdag, Turkey",18.08.2020,,94.08,70,cream RE tube x 40 g/box 10 mg/1 g 1 g cream contains: silver sulfadiazine...10 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/1019198254?t:ac=overview
SILYMARIN,3850343096225,silymarin,A05BA03,"capsule, hard",100 mg,30 capsules (blister 3 x 10)/box,"1 capsule contains: dry extract (purified and standardized) of milk thistle fruit...156.7-191.6 mg (24-27:1) (equivalent to 100 mg silymarin, expressed as silibinin)","BELUPO lijekovi i kozmetika d.d., Koprivnica, Croatia",13.12.2018,,0,0,"capsule, hard 30 capsules (blister 3 x 10)/box 100 mg 1 capsule contains: dry extract (purified and standardized) of milk thistle fruit...156.7-191.6 mg (24-27:1) (equivalent to 100 mg silymarin, expressed as silibinin)",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2370577538?t:ac=overview
SILYMARIN FORTE,3850343044776,silymarin,A05BA03,film-coated tablet,200 mg,30 tablets (blister 2 x 15)/box,"1 film-coated tablet contains: dry extract (refined and standardized) of milk thistle fruit...336.70 - 411.52 mg (22-27:1) (Silybum marianum L.Gaertner fructus) (equivalent to 200 mg silymarin, expressed as silibinin","BELUPO lijekovi i kozmetika d.d., Koprivnica, Croatia",21.12.2023,,0,0,"film-coated tablet 30 tablets (blister 2 x 15)/box 200 mg 1 film-coated tablet contains: dry extract (refined and standardized) of milk thistle fruit...336.70 - 411.52 mg (22-27:1) (Silybum marianum L.Gaertner fructus) (equivalent to 200 mg silymarin, expressed as silibinin",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2850281036?t:ac=overview
SIMPONI,5319991578326,golimumab,L04AB06,раствор за инјектирање,"50 mg/0,5 ml",1 pre-filled syringe x 0.5 ml + 1 needle/box,0.5 ml solution contains: golimumab...50 mg,"Janssen Biologics B.V.-, Leiden, Netherlands",30.09.2024,,53890.2,50124,"раствор за инјектирање 1 наполнет инјекциски шприц х 0,5 ml + 1 игла/кутија 50 mg/0,5 ml 0,5 ml раствор содржи: голимумаб . . . 50 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4549520644?t:ac=overview
SIMPONI,5219991578319,golimumab,L04AB06,solution for injection,"50 mg/0,5 ml",1 pre-filled injection pen x 0.5 ml + 1 needle/box,0.5 ml solution contains: golimumab...50 mg,"Janssen Biologics B.V.-, Leiden, Netherlands",30.09.2024,,44926.35,41587,injection solution 1 pre-filled injection pen x 0.5 ml + 1 needle/box 50 mg/0.5 ml 0.5 ml solution contains: golimumab...50 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4549520645?t:ac=overview
SINDARABIN,5690528290011,fludarabine,L01BB05,лиофилизат за раствор за инјектирање или инфузија,50 mg,1 вијала х 50 mg/кутија,1 vial with lyophilized powder contains: fludarabine phosphate...50 mg 1 ml solution after reconstitution contains: fludarabine phosphate...25 mg,"S.C. SINDAN-PHARMA S.R.L., Букурешт, Романија",18.02.2020,,5616.12,4457.24,lyophilizate for solution for injection or infusion 1 vial x 50 mg/box 50 mg 1 vial of lyophilized powder contains: fludarabine phosphate...50 mg 1 ml solution after reconstitution contains: fludarabine phosphate...25 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/55453?t:ac=overview
SINDAXEL,5690528162028,paclitaxel,L01CD01,concentrate for solution for infusion,"100 mg/16,67 ml","1 стаклена вијала х 16,67 ml/кутија",16.67 ml of concentrate contains: paclitaxel...100 mg,"S.C. SINDAN-PHARMA S.R.L., Букурешт, Романија, ACTAVIS Italy S.p.A., Нервиано, Италија",04.01.2019,,2165.16,1718.38,concentrate for solution for infusion 1 glass vial x 16.67 ml/box 100 mg/16.67 ml 16.67 ml concentrate contains: paclitaxel ...100 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/54564?t:ac=overview
SINDAXEL,5690528162011,paclitaxel,L01CD01,concentrate for solution for infusion,30 mg/5 ml,1 стаклена вијала х 5 ml/кутија,5 ml concentrate contains: paclitaxel...30 mg,"S.C.SINDAN-PHARMA S.R.L., Bucharest, Romania, ACTAVIS Italy S.p.A., Nerviano, Italy",04.01.2019,,743.74,566.66,concentrate for solution for infusion 1 glass vial x 5 ml/box 30 mg/5 ml 5 ml concentrate contains: paclitaxel ...30 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/54565?t:ac=overview
SINEDOL,8600097403177,"heparin, d-panthenol, dimethyl sulfoxyde",M02AX03,гел,(500 IE/25 mg/150 mg)/1 g,Al туба х 40 g/кутија,1 g of gel contains: heparin sodium...500 IE dexpanthenol...25 mg of dimethyl sulfoxide...150 mg,"HEMOFARM A.D., Vrsac, Serbia",28.05.2019,,0,0,gel Al tube x 40 g/box (500 IE/25 mg/150 mg)/1 g 1 g gel contains: heparin sodium...500 IE dexpanthenol...25 mg of dimethyl sulfoxide...150 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/55145?t:ac=overview
SINEGRA,8699540093126,sildenafil,G04BE03,film-coated tablet,50 mg,4 филм-обложени таблети (блистер 1х 4)/кутија,"1 филм-обложена таблета содржи: силденафил. . . 70,24 mg (еквивалентен на 50 mg силденафил)","NOBEL Ilac Sanayii ve Ticaret A.S., Duşce, Turkey",07.06.2021,,656.97,500.55,film-coated tablet 4 film-coated tablets (blister 1x 4)/box 50 mg 1 film-coated tablet contains: sildenafil...70.24 mg (equivalent to 50 mg sildenafil),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/1151457495?t:ac=overview
SINEGRA,8699540093157,sildenafil,G04BE03,film-coated tablet,100 mg,4 филм-обложени таблети (блистер 1х4)/кутија,1 film-coated tablet contains: sildenafil citrate...104.48 mg (equivalent to 100 mg sildenafil),"NOBEL Ilac Sanayii ve Ticaret A.S., Duşce, Turkey",07.06.2021,,997.5,760,film-coated tablet 4 film-coated tablets (blister 1x4)/box 100 mg 1 film-coated tablet contains: sildenafil citrate...104.48 mg (equivalent to 100 mg sildenafil),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/1151457494?t:ac=overview
SINODERM,8608808127527,fluocinolone acetonide,D07AC04,cream,"0,25 mg/1 g",Al tube x 15 g/box,1 g of cream contains: fluocinolone acetonide...0.25 mg,"GALENIKA AD, Belgrade, Serbia",29.11.2012,,52.86,39.33,cream Al tube x 15 g/box 0.25 mg/1 g 1 g cream contains: fluocinolone acetonide...0.25 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/54983?t:ac=overview
SINODERM,8608808126834,fluocinolone acetonide,D07AC04,fat,"0,25 mg/1 g",Al tube x 15 g/box,1 g of ointment contains: fluocinolone acetonide...0.25 mg,"GALENIKA AD, Belgrade, Serbia",29.11.2012,,52.86,39.33,ointment Al tube x 15 g/box 0.25 mg/1 g 1 g ointment contains: fluocinolone acetonide...0.25 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/54980?t:ac=overview
SINODERM,8608808126841,fluocinolone acetonide,D07AC04,gel,"0,25 mg/1 g",Al tube x 30 g/box,1 g of gel contains: fluocinolone acetonide...0.25 mg,"BOSNALIJEK d.d., Sarajevo, Bosnia and Herzegovina, GALENIKA AD, Belgrade, Serbia",29.11.2012,,79.9,59.45,"гел Al туба х 30 g/кутија 0,25 mg/1 g 1 g гел содржи: флуоцинолон ацетонид . . . 0,25 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3237759031?t:ac=overview
SINODERM N,8608808126810,"fluocinolone acetonide, neomycin",D07CC02,cream,"(0,25 mg/3,3 mg)/1 g",Al tube x 15 g/box,1 g of cream contains: fluocinolone acetonide...0.25 mg neomycin (in the form of neomycin sulfate)...3.3 mg,"GALENIKA AD, Belgrade, Serbia",29.11.2012,,66.59,49.55,"крем Al туба х 15 g/кутија (0,25 mg/3,3 mg)/1 g 1 g крем содржи: флуоцинолон ацетонид . . . 0,25 mg неомицин (во форма на неомицин сулфат) . . . 3,3 mg",PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/53859?t:ac=overview
SINODERM N,8608808126827,"fluocinolone acetonide, neomycin",D07CC02,fat,"(0,25 mg/3,3 mg)/1 g",Al tube x 15 g/box,"1 g маст содржи: флуоцинолон ацетонид . . . 0,25 mg неомицин (во форма на неомицин сулфат) . . . 3,3 mg","BOSNALIJEK d.d., Сараево, Босна и Херцеговина, GALENIKA AD, Белград, Србија",29.11.2012,,66.59,49.55,ointment Al tube x 15 g/box (0.25 mg/3.3 mg)/1 g 1 g ointment contains: fluocinolone acetonide...0.25 mg neomycin (in the form of neomycin sulfate)...3.3 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3347845588?t:ac=overview
SINTROM,5012748611733,acenocoumarol,B01AA07,tablet,4 mg,20 tablets (blister 2 x 10)/box,1 таблета содржи: аценокумарол . . . 4 mg,"FAMAR A.V.E., Антуза - Атика, Грција, Rovi Pharma Industrial Services S.A., Мадрид, Шпанија, NORGINE B.V., Амстердам, Холандија",26.11.2021,,95.02,70.7,таблета 20 таблети (блистер 2 х 10)/кутија 4 mg 1 таблета содржи: аценокумарол . . . 4 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/2338766072?t:ac=overview
SIOFOR 500,4013054000274,metformin,A10BA02,film-coated tablet,500 mg,30 филм-обложени таблети (блистер 3 х 10)/кутија,1 филм-обложена таблета содржи: метформин хидрохлорид . . . 500 mg (еквивалентен на 390 mg метформин),"BERLIN - CHEMIE AG, Berlin, Germany",14.11.2019,,69.89,52,филм-обложена таблета 30 филм-обложени таблети (блистер 3 х 10)/кутија 500 mg 1 филм-обложена таблета содржи: метформин хидрохлорид . . . 500 mg (еквивалентен на 390 mg метформин),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/55517?t:ac=overview
SIOFOR 1000,4013054007891,metformin,A10BA02,film-coated tablet,1000 mg,30 film-coated tablets (blister 2 x 15)/box,1 филм-обложена таблета содржи: метформин хидрохлорид . . . 1000 mg (еквивалентен на 780 mg метформин),"BERLIN - CHEMIE AG, Berlin, Germany, Menarini-Von Heyden GmbH, Dresden, Germany",14.11.2019,,138.92,103.36,film-coated tablet 30 film-coated tablets (blister 2 x 15)/box 1000 mg 1 film-coated tablet contains: metformin hydrochloride...1000 mg (equivalent to 780 mg metformin),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/55512?t:ac=overview
SIOFOR 850,4013054000298,metformin,A10BA02,film-coated tablet,850 mg,30 film-coated tablets (blister 2 x 15)/box,1 film-coated tablet contains: metformin hydrochloride...850 mg (equivalent to 663 mg metformin),"BERLIN - CHEMIE AG, Berlin, Germany, Menarini-Von Heyden GmbH, Dresden, Germany",14.11.2019,,115.13,85.67,film-coated tablet 30 film-coated tablets (blister 2 x 15)/box 850 mg 1 film-coated tablet contains: metformin hydrochloride...850 mg (equivalent to 663 mg metformin),PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4460090609?t:ac=overview
SITAGLIPTIN/METFORMIN STADA,4011548041802,"sitagliptin, metformin",A10BD07,film-coated tablet,50 mg/1000 mg,56 tablets (blister 4 x 14)/box,1 tablet contains: sitagliptin...50 mg (in the form of sitagliptin hydrochloride monohydrate) metformin hydrochloride...1000 mg,"STADA Arznemittel AG, Bad Wilbel, Germany",08.07.2025,03.07.2030,0,0,филм-обложена таблета 56 таблетеи (блистер 4 х 14)/кутија 50 mg/1000 mg 1 таблета содржи: ситаглиптин. . . 50 mg (во форма на ситаглиптин хидрохлорид монохидрат) метформин хидрохлорид. . . 1000 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4053073961?t:ac=overview
SITAGLIPTIN/METFORMIN STADA,4011548041796,"sitagliptin, metformin",A10BD07,film-coated tablet,50 mg/850 mg,56 tablets (blister 4 x 14)/box,1 tablet contains: sitagliptin...50 mg (in the form of sitagliptin hydrochloride monohydrate) metformin hydrochloride...850 mg,"STADA Arznemittel AG, Bad Wilbel, Germany",08.07.2025,03.07.2030,0,0,филм-обложена таблета 56 таблети (блистер 4 х 14)/кутија 50 mg/850 mg 1 таблета содржи: ситаглиптин. . . 50 mg (во форма на ситаглиптин хидрохлорид монохидрат) метформин хидрохлорид. . . 850 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/4053073962?t:ac=overview
SITAGLIPTIN STADA,4011548041765,sitagliptin,A10BH01,film-coated tablet,25 mg,28 film-coated tablets (blister 2 x 14)/box,1 таблета содржи; ситаглиптин хидрохлорид. . . 25 mg,"STADA Arznemittel AG, Bad Wilbel, Germany",09.05.2025,08.04.2030,0,0,film-coated tablet 28 film-coated tablets (blister 2 x 14)/box 25 mg 1 tablet contains;sitagliptin hydrochloride...25 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3988470818?t:ac=overview
SITAGLIPTIN STADA,4011548041772,sitagliptin,A10BH01,film-coated tablet,50 mg,28 film-coated tablets (blister 2 x 14)/box,1 tablet contains;sitagliptin hydrochloride...50 mg,"STADA Arznemittel AG, Bad Wilbel, Germany",09.05.2025,08.04.2030,0,0,филм-обложена таблета 28 филм-обложени таблети (блистер 2 х 14)/кутија 50 mg 1 таблета содржи; ситаглиптин хидрохлорид. . . 50 mg,PARTIALLY REIMBURSABLE,80.00%,,,20.00%,650 PPP & PPI Listed,5,https://lekovi.zdravstvo.gov.mk/drugsregister:detaileddrug/3988907870?t:ac=overview
