PCID,Country,Company,Local Product Name,Generic Name,Effective Start Date,Public With VAT Price,Reimbursement Category,Reimbursement Amount,Co-Pay Amount,Local Pack Description,LOCAL_PACK_CODE,Price Type,Interchangeable,Limited Use,Therapeutic Notes,Currency,Region
,,Apotex Inc.,,TIOTROPIUM BROMIDE MONOHYDRATE,,0.99,REIMBURSABLE WITH COPAY,0.91,0.07,Apo-Tiotropium 18mcg Inh Cap,02550865,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Lupin Pharma Canada Limited,,TIOTROPIUM BROMIDE MONOHYDRATE,,0.99,REIMBURSABLE WITH COPAY,0.91,0.07,Lupin-Tiotropium 18mcg Inh Cap,02537850,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Boehringer-Ingelheim (Canada) Ltd./Ltee,,TIOTROPIUM BROMIDE MONOHYDRATE,,0.99,REIMBURSABLE WITH COPAY,0.91,0.07,Spiriva 18mcg Inh Cap,02246793,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Boehringer-Ingelheim (Canada) Ltd./Ltee,,TIOTROPIUM BROMIDE MONOHYDRATE,,59.25,REIMBURSABLE WITH COPAY,54.86,4.39,Spiriva Respimat 2.5mcg/Actuation Inh Sol-60 Actuation Pk,02435381,PACK,NO,NO,YES,CAD,NORTH AMERICA
,,Boehringer-Ingelheim (Canada) Ltd./Ltee,,TIOTROPIUM BROMIDE MONOHYDRATE & OLODATEROL HYDROCHLORIDE,,69.52,REIMBURSABLE WITH COPAY,64.37,5.15,Inspiolto Respimat 2.5mcg & 2.5mcg/Actuation Inh Sol-60 Actuation Pk,02441888,PACK,NO,YES,YES,CAD,NORTH AMERICA
,,Apotex Inc.,,TIZANIDINE HCL,,0.95,REIMBURSABLE WITH COPAY,0.88,0.07,Apo-Tizanidine (Off-Formulary Interchangeable) 4mg Tab,02259893,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Mint Pharmaceuticals Inc.,,TIZANIDINE HCL,,0.95,REIMBURSABLE WITH COPAY,0.88,0.07,Mint-Tizanidine (Off-Formulary Interchangeable) 4mg Tab,02536765,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,"Elan Pharmaceuticals, Inc.",,TIZANIDINE HCL,,,NON REIMBURSABLE,,,Zanaflex (Off-Formulary Interchangeable) 4mg Tab,02239170,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,BGP Pharma ULC,,TOBRAMYCIN,,15.87,REIMBURSABLE WITH COPAY,14.69,1.18,TOBI Podhaler 28mg Inh Pd-Cap,02365154,UNIT,NO,YES,NO,CAD,NORTH AMERICA
,,BGP Pharma ULC,,TOBRAMYCIN,,68.25,REIMBURSABLE WITH COPAY,41.10,27.15,TOBI 300mg/5mL Inh Sol-5mL Pk,02239630,PACK,YES,NO,YES,CAD,NORTH AMERICA
,,Teva Canada Limited,,TOBRAMYCIN,,44.39,REIMBURSABLE WITH COPAY,41.10,3.29,Teva-Tobramycin 300mg/5mL Inh Sol-5mL Pk,02389622,PACK,YES,NO,YES,CAD,NORTH AMERICA
,,Novartis Pharma Canada Inc.,,TOBRAMYCIN,,2.97,REIMBURSABLE WITH COPAY,2.75,0.22,Tobrex 0.3% Oph Oint,00614254,UNIT,NO,NO,NO,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,TOBRAMYCIN,,1.47,REIMBURSABLE WITH COPAY,1.36,0.11,Sandoz Tobramycin 0.3% Oph Sol,02241755,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Novartis Pharma Canada Inc.,,TOBRAMYCIN,,2.10,REIMBURSABLE WITH COPAY,1.36,0.73,Tobrex 0.3% Oph Sol,00513962,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Novartis Pharma Canada Inc.,,TOBRAMYCIN & DEXAMETHASONE,,3.58,REIMBURSABLE WITH COPAY,3.32,0.27,TobraDex 0.3% & 0.1% Oph Oint,00778915,UNIT,NO,NO,NO,CAD,NORTH AMERICA
,,Novartis Pharma Canada Inc.,,TOBRAMYCIN & DEXAMETHASONE,,2.43,REIMBURSABLE WITH COPAY,2.25,0.18,TobraDex 0.3% & 0.1% Oph Susp,00778907,UNIT,NO,NO,NO,CAD,NORTH AMERICA
,,Eli Lilly Canada Inc.,,TOBRAMYCIN SULFATE,,,NON REIMBURSABLE,,,Nebcin (Not a Benefit) 80mg/2mL Inj Sol-2mL Pk,00325449,PACK,YES,NO,YES,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,TOBRAMYCIN SULFATE,,3.40,REIMBURSABLE WITH COPAY,3.15,0.25,Tobramycin 80mg/2mL Inj Sol-2mL Pk,02241210,PACK,YES,NO,YES,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,TOBRAMYCIN SULFATE,,3.40,REIMBURSABLE WITH COPAY,3.15,0.25,Tobramycin Injection USP 80mg/2mL Inj Sol-2mL Pk,02533103,PACK,YES,NO,YES,CAD,NORTH AMERICA
,,Sterimax Inc.,,TOBRAMYCIN SULFATE,,3.40,REIMBURSABLE WITH COPAY,3.15,0.25,Tobramycin Injection USP 80mg/2mL Inj Sol-2mL Pk,02502372,PACK,YES,NO,YES,CAD,NORTH AMERICA
,,Fresenius Kabi Canada Ltd.,,TOCILIZUMAB,,336.85,REIMBURSABLE WITH COPAY,311.90,24.95,Tyenne 200mg/10mL Inj Sol-10mL Vial Pk,02552469,PACK,NO,YES,NO,CAD,NORTH AMERICA
,,Celltrion Inc.,,TOCILIZUMAB,,336.85,REIMBURSABLE WITH COPAY,311.90,24.95,Avtozma 200mg/10mL Inj Sol-10mL Vial Pk (Preservative-Free),02562030,PACK,NO,YES,NO,CAD,NORTH AMERICA
,,Fresenius Kabi Canada Ltd.,,TOCILIZUMAB,,673.71,REIMBURSABLE WITH COPAY,623.80,49.90,Tyenne 400mg/20mL Inj Sol-20mL Vial Pk,02552477,PACK,NO,YES,NO,CAD,NORTH AMERICA
,,Celltrion Inc.,,TOCILIZUMAB,,673.71,REIMBURSABLE WITH COPAY,623.80,49.90,Avtozma 400mg/20mL Inj Sol-20mL Vial Pk (Preservative-Free),02562049,PACK,NO,YES,NO,CAD,NORTH AMERICA
,,Fresenius Kabi Canada Ltd.,,TOCILIZUMAB,,134.74,REIMBURSABLE WITH COPAY,124.76,9.98,Tyenne 80mg/4mL Inj Sol-4mL Vial Pk,02552450,PACK,NO,YES,NO,CAD,NORTH AMERICA
,,Celltrion Inc.,,TOCILIZUMAB,,134.74,REIMBURSABLE WITH COPAY,124.76,9.98,Avtozma 80mg/4mL Inj Sol-4mL Vial Pk (Preservative-Free),02562022,PACK,NO,YES,NO,CAD,NORTH AMERICA
,,Fresenius Kabi Canada Ltd.,,TOCILIZUMAB,,261.67,REIMBURSABLE WITH COPAY,242.29,19.38,Tyenne 162mg/0.9mL Inj Sol-Pref Autoinj,02552485,UNIT,NO,YES,NO,CAD,NORTH AMERICA
,,Celltrion Inc.,,TOCILIZUMAB,,261.67,REIMBURSABLE WITH COPAY,242.29,19.38,Avtozma 162mg/0.9mL Inj Sol-Pref Autoinj (Preservative-Free),02562065,UNIT,NO,YES,NO,CAD,NORTH AMERICA
,,Fresenius Kabi Canada Ltd.,,TOCILIZUMAB,,264.55,REIMBURSABLE WITH COPAY,244.95,19.60,Tyenne 162mg/0.9mL Inj Sol-Pref Syr,02552493,UNIT,NO,YES,NO,CAD,NORTH AMERICA
,,Celltrion Inc.,,TOCILIZUMAB,,264.55,REIMBURSABLE WITH COPAY,244.95,19.60,Avtozma 162mg/0.9mL Inj Sol-Pref Syr (Preservative-Free),02562057,UNIT,NO,YES,NO,CAD,NORTH AMERICA
,,Auro Pharma Inc.,,TOFACITINIB,,11.43,REIMBURSABLE WITH COPAY,10.59,0.85,Auro-Tofacitinib 10mg Tab,02530015,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Auro Pharma Inc.,,TOFACITINIB,,6.47,REIMBURSABLE WITH COPAY,5.99,0.48,Auro-Tofacitinib 5mg Tab,02530007,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,TOFACITINIB,,6.47,REIMBURSABLE WITH COPAY,5.99,0.48,Jamp Tofacitinib 5mg Tab,02522896,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Pharmascience Inc.,,TOFACITINIB,,6.47,REIMBURSABLE WITH COPAY,5.99,0.48,PMS-Tofacitinib 5mg Tab,02522799,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,TOFACITINIB,,6.47,REIMBURSABLE WITH COPAY,5.99,0.48,Sandoz Tofacitinib 5mg Tab,02551691,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,TOFACITINIB,,11.43,REIMBURSABLE WITH COPAY,10.59,0.85,Sandoz Tofacitinib 10mg Tab,02551705,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,TOFACITINIB,,11.43,REIMBURSABLE WITH COPAY,10.59,0.85,Taro-Tofacitinib 10mg Tab,02511312,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,TOFACITINIB,,6.47,REIMBURSABLE WITH COPAY,5.99,0.48,Taro-Tofacitinib 5mg Tab,02511304,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Pfizer Canada Inc.,,TOFACITINIB,,47.29,REIMBURSABLE WITH COPAY,10.59,36.70,Xeljanz 10mg Tab,02480786,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Pfizer Canada Inc.,,TOFACITINIB,,26.76,REIMBURSABLE WITH COPAY,5.99,20.77,Xeljanz 5mg Tab,02423898,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,TOFACITINIB CITRATE,,29.43,REIMBURSABLE WITH COPAY,27.25,2.18,Taro-Tofacitinib XR 11mg ER Tab,02553988,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Pfizer Canada Inc.,,TOFACITINIB CITRATE,,53.51,REIMBURSABLE WITH COPAY,27.25,26.26,Xeljanz XR 11mg ER Tab,02470608,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Upjohn Canada ULC,,TOLTERODINE L-TARTRATE,,2.50,REIMBURSABLE WITH COPAY,0.98,1.52,Detrol LA 2mg SR Cap,02244612,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Upjohn Canada ULC,,TOLTERODINE L-TARTRATE,,2.50,REIMBURSABLE WITH COPAY,0.98,1.52,Detrol LA 4mg SR Cap,02244613,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,TOLTERODINE L-TARTRATE,,1.06,REIMBURSABLE WITH COPAY,0.98,0.08,Sandoz Tolterodine LA 4mg SR Cap,02413159,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,TOLTERODINE L-TARTRATE,,1.06,REIMBURSABLE WITH COPAY,0.98,0.08,Sandoz Tolterodine LA 2mg SR Cap,02413140,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Teva Canada Limited,,TOLTERODINE L-TARTRATE,,1.06,REIMBURSABLE WITH COPAY,0.98,0.08,Teva-Tolterodine LA 2mg SR Cap,02412195,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Teva Canada Limited,,TOLTERODINE L-TARTRATE,,1.06,REIMBURSABLE WITH COPAY,0.98,0.08,Teva-Tolterodine LA 4mg SR Cap,02412209,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Upjohn Canada ULC,,TOLTERODINE L-TARTRATE,,1.25,REIMBURSABLE WITH COPAY,0.49,0.76,Detrol 1mg Tab,02239064,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Upjohn Canada ULC,,TOLTERODINE L-TARTRATE,,1.25,REIMBURSABLE WITH COPAY,0.49,0.76,Detrol 2mg Tab,02239065,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,TOLTERODINE L-TARTRATE,,0.53,REIMBURSABLE WITH COPAY,0.49,0.04,Jamp Tolterodine 2mg Tab,02496844,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,TOLTERODINE L-TARTRATE,,0.53,REIMBURSABLE WITH COPAY,0.49,0.04,Jamp Tolterodine 1mg Tab,02496836,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Mint Pharmaceuticals Inc.,,TOLTERODINE L-TARTRATE,,0.53,REIMBURSABLE WITH COPAY,0.49,0.04,Mint-Tolterodine 1mg Tab,02423308,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Mint Pharmaceuticals Inc.,,TOLTERODINE L-TARTRATE,,0.53,REIMBURSABLE WITH COPAY,0.49,0.04,Mint-Tolterodine 2mg Tab,02423316,UNIT,YES,YES,NO,CAD,NORTH AMERICA
,,Otsuka Pharmaceutical Co. Ltd.,,TOLVAPTAN,,,NON REIMBURSABLE,,,Jinarc (Off-Formulary Interchangeable) 45mg & 15mg 14-Tabs Pk,02437503,PACK,YES,NO,NO,CAD,NORTH AMERICA
,,Otsuka Pharmaceutical Co. Ltd.,,TOLVAPTAN,,,NON REIMBURSABLE,,,Jinarc (Off-Formulary Interchangeable) 90mg & 30mg 14-Tabs Pk,02437538,PACK,YES,NO,NO,CAD,NORTH AMERICA
,,Otsuka Pharmaceutical Co. Ltd.,,TOLVAPTAN,,,NON REIMBURSABLE,,,Jinarc (Off-Formulary Interchangeable) 30mg & 15mg 14-Tabs Pk,02491583,PACK,YES,NO,NO,CAD,NORTH AMERICA
,,Otsuka Pharmaceutical Co. Ltd.,,TOLVAPTAN,,,NON REIMBURSABLE,,,Jinarc (Off-Formulary Interchangeable) 60mg & 30mg 14-Tabs Pk,02437511,PACK,YES,NO,NO,CAD,NORTH AMERICA
,,Otsuka Pharmaceutical Co. Ltd.,,TOLVAPTAN,,,NON REIMBURSABLE,,,Jinarc (Off-Formulary Interchangeable) 15mg & 15mg 14-Tabs Pk,02491575,PACK,YES,NO,NO,CAD,NORTH AMERICA
,,Lupin Pharma Canada Limited,,TOLVAPTAN,,933.12,REIMBURSABLE WITH COPAY,864.00,69.12,Lupin-Tolvaptan (Off-Formulary Interchangeable) 90mg & 30mg 14-Tabs Pk,02557215,PACK,YES,NO,NO,CAD,NORTH AMERICA
,,Lupin Pharma Canada Limited,,TOLVAPTAN,,933.12,REIMBURSABLE WITH COPAY,864.00,69.12,Lupin-Tolvaptan (Off-Formulary Interchangeable) 60mg & 30mg 14-Tabs Pk,02557207,PACK,YES,NO,NO,CAD,NORTH AMERICA
,,Lupin Pharma Canada Limited,,TOLVAPTAN,,932.92,REIMBURSABLE WITH COPAY,863.81,69.11,Lupin-Tolvaptan (Off-Formulary Interchangeable) 30mg & 15mg 14-Tabs Pk,02557185,PACK,YES,NO,NO,CAD,NORTH AMERICA
,,Lupin Pharma Canada Limited,,TOLVAPTAN,,932.92,REIMBURSABLE WITH COPAY,863.81,69.11,Lupin-Tolvaptan (Off-Formulary Interchangeable) 15mg & 15mg 14-Tabs Pk,02557177,PACK,YES,NO,NO,CAD,NORTH AMERICA
,,Lupin Pharma Canada Limited,,TOLVAPTAN,,932.92,REIMBURSABLE WITH COPAY,863.81,69.11,Lupin-Tolvaptan (Off-Formulary Interchangeable) 45mg & 15mg 14-Tabs Pk,02557193,PACK,YES,NO,NO,CAD,NORTH AMERICA
,,Janssen-Ortho Inc.,,TOPIRAMATE,,2.49,REIMBURSABLE WITH COPAY,2.31,0.18,Topamax Sprinkle 25mg Sprinkle Cap,02239908,UNIT,NO,YES,NO,CAD,NORTH AMERICA
,,Janssen-Ortho Inc.,,TOPIRAMATE,,2.39,REIMBURSABLE WITH COPAY,2.21,0.18,Topamax Sprinkle 15mg Sprinkle Cap,02239907,UNIT,NO,YES,NO,CAD,NORTH AMERICA
,,Angita Pharma Inc.,,TOPIRAMATE,,0.49,REIMBURSABLE WITH COPAY,0.46,0.04,AG-Topiramate 100mg Tab,02475944,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Angita Pharma Inc.,,TOPIRAMATE,,0.26,REIMBURSABLE WITH COPAY,0.24,0.02,AG-Topiramate 25mg Tab,02475936,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Accord Healthcare Inc.,,TOPIRAMATE,,0.26,REIMBURSABLE WITH COPAY,0.24,0.02,Ach-Topiramate 25mg Tab,02395738,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Accord Healthcare Inc.,,TOPIRAMATE,,0.49,REIMBURSABLE WITH COPAY,0.46,0.04,Ach-Topiramate 100mg Tab,02395746,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Accord Healthcare Inc.,,TOPIRAMATE,,0.73,REIMBURSABLE WITH COPAY,0.67,0.05,Ach-Topiramate 200mg Tab,02395754,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,TOPIRAMATE,,0.49,REIMBURSABLE WITH COPAY,0.46,0.04,Apo-Topiramate 100mg Tab,02279630,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,TOPIRAMATE,,0.26,REIMBURSABLE WITH COPAY,0.24,0.02,Apo-Topiramate 25mg Tab,02279614,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Apotex Inc.,,TOPIRAMATE,,0.73,REIMBURSABLE WITH COPAY,0.67,0.05,Apo-Topiramate 200mg Tab,02279649,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Auro Pharma Inc.,,TOPIRAMATE,,0.49,REIMBURSABLE WITH COPAY,0.46,0.04,Auro-Topiramate 100mg Tab,02345838,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Auro Pharma Inc.,,TOPIRAMATE,,0.26,REIMBURSABLE WITH COPAY,0.24,0.02,Auro-Topiramate 25mg Tab,02345803,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Auro Pharma Inc.,,TOPIRAMATE,,0.73,REIMBURSABLE WITH COPAY,0.67,0.05,Auro-Topiramate 200mg Tab,02345846,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,TOPIRAMATE,,0.73,REIMBURSABLE WITH COPAY,0.67,0.05,Jamp Topiramate Tablets 200mg Tab,02345277,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,TOPIRAMATE,,0.49,REIMBURSABLE WITH COPAY,0.46,0.04,Jamp Topiramate Tablets 100mg Tab,02345269,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,TOPIRAMATE,,0.26,REIMBURSABLE WITH COPAY,0.24,0.02,Jamp Topiramate Tablets 25mg Tab,02345250,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,TOPIRAMATE,,0.73,REIMBURSABLE WITH COPAY,0.67,0.05,Jamp-Topiramate 200mg Tab,02435624,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,TOPIRAMATE,,0.26,REIMBURSABLE WITH COPAY,0.24,0.02,Jamp-Topiramate 25mg Tab,02435608,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,TOPIRAMATE,,0.49,REIMBURSABLE WITH COPAY,0.46,0.04,Jamp-Topiramate 100mg Tab,02435616,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Jamp Pharma Corporation,,TOPIRAMATE,,1.34,REIMBURSABLE WITH COPAY,1.24,0.10,Jamp-Topiramate Tablets (Off-Formulary Interchangeable) 50mg Tab,02544377,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Marcan Pharmaceuticals Inc.,,TOPIRAMATE,,0.73,REIMBURSABLE WITH COPAY,0.67,0.05,Mar-Topiramate 200mg Tab,02432110,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Marcan Pharmaceuticals Inc.,,TOPIRAMATE,,0.49,REIMBURSABLE WITH COPAY,0.46,0.04,Mar-Topiramate 100mg Tab,02432102,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Marcan Pharmaceuticals Inc.,,TOPIRAMATE,,0.26,REIMBURSABLE WITH COPAY,0.24,0.02,Mar-Topiramate 25mg Tab,02432099,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Mint Pharmaceuticals Inc.,,TOPIRAMATE,,0.49,REIMBURSABLE WITH COPAY,0.46,0.04,Mint-Topiramate 100mg Tab,02315653,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Mint Pharmaceuticals Inc.,,TOPIRAMATE,,0.26,REIMBURSABLE WITH COPAY,0.24,0.02,Mint-Topiramate 25mg Tab,02315645,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Mint Pharmaceuticals Inc.,,TOPIRAMATE,,0.73,REIMBURSABLE WITH COPAY,0.67,0.05,Mint-Topiramate 200mg Tab,02315661,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Mylan Pharmaceuticals ULC,,TOPIRAMATE,,0.26,REIMBURSABLE WITH COPAY,0.24,0.02,Mylan-Topiramate 25mg Tab,02263351,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Mylan Pharmaceuticals ULC,,TOPIRAMATE,,0.49,REIMBURSABLE WITH COPAY,0.46,0.04,Mylan-Topiramate 100mg Tab,02263378,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Mylan Pharmaceuticals ULC,,TOPIRAMATE,,0.73,REIMBURSABLE WITH COPAY,0.67,0.05,Mylan-Topiramate 200mg Tab,02263386,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Nora Pharma,,TOPIRAMATE,,0.73,REIMBURSABLE WITH COPAY,0.67,0.05,NRA-Topiramate 200mg Tab,02538474,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Nora Pharma,,TOPIRAMATE,,0.26,REIMBURSABLE WITH COPAY,0.24,0.02,NRA-Topiramate 25mg Tab,02538466,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Nora Pharma,,TOPIRAMATE,,0.49,REIMBURSABLE WITH COPAY,0.46,0.04,NRA-Topiramate 100mg Tab,02538458,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pharmascience Inc.,,TOPIRAMATE,,0.73,REIMBURSABLE WITH COPAY,0.67,0.05,PMS-Topiramate 200mg Tab,02263017,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pharmascience Inc.,,TOPIRAMATE,,1.34,REIMBURSABLE WITH COPAY,1.24,0.10,PMS-Topiramate (Off-Formulary Interchangeable) 50mg Tab,02312085,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pharmascience Inc.,,TOPIRAMATE,,0.26,REIMBURSABLE WITH COPAY,0.24,0.02,PMS-Topiramate 25mg Tab,02262991,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Pharmascience Inc.,,TOPIRAMATE,,0.49,REIMBURSABLE WITH COPAY,0.46,0.04,PMS-Topiramate 100mg Tab,02263009,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Ranbaxy Pharmaceuticals Canada Inc.,,TOPIRAMATE,,0.73,REIMBURSABLE WITH COPAY,0.67,0.05,Ran-Topiramate 200mg Tab,02396092,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Ranbaxy Pharmaceuticals Canada Inc.,,TOPIRAMATE,,0.49,REIMBURSABLE WITH COPAY,0.46,0.04,Ran-Topiramate 100mg Tab,02396084,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,TOPIRAMATE,,0.73,REIMBURSABLE WITH COPAY,0.67,0.05,Sandoz Topiramate Tablets 200mg Tab,02431823,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,TOPIRAMATE,,0.49,REIMBURSABLE WITH COPAY,0.46,0.04,Sandoz Topiramate Tablets 100mg Tab,02431815,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sandoz Canada Inc.,,TOPIRAMATE,,0.26,REIMBURSABLE WITH COPAY,0.24,0.02,Sandoz Topiramate Tablets 25mg Tab,02431807,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Teva Canada Limited,,TOPIRAMATE,,0.73,REIMBURSABLE WITH COPAY,0.67,0.05,Teva-Topiramate 200mg Tab,02248862,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Teva Canada Limited,,TOPIRAMATE,,0.49,REIMBURSABLE WITH COPAY,0.46,0.04,Teva-Topiramate 100mg Tab,02248861,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Teva Canada Limited,,TOPIRAMATE,,0.26,REIMBURSABLE WITH COPAY,0.24,0.02,Teva-Topiramate 25mg Tab,02248860,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Janssen-Ortho Inc.,,TOPIRAMATE,,,NON REIMBURSABLE,,,Topamax (Off-Formulary Interchangeable) 50mg Tab,02231385,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Janssen-Ortho Inc.,,TOPIRAMATE,,2.51,REIMBURSABLE WITH COPAY,0.24,2.26,Topamax 25mg Tab,02230893,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Janssen-Ortho Inc.,,TOPIRAMATE,,6.94,REIMBURSABLE WITH COPAY,0.67,6.27,Topamax 200mg Tab,02230896,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Janssen-Ortho Inc.,,TOPIRAMATE,,4.70,REIMBURSABLE WITH COPAY,0.46,4.24,Topamax 100mg Tab,02230894,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sanis Health Inc.,,TOPIRAMATE,,0.26,REIMBURSABLE WITH COPAY,0.24,0.02,Topiramate 25mg Tab,02356856,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sivem Pharmaceuticals ULC,,TOPIRAMATE,,0.26,REIMBURSABLE WITH COPAY,0.24,0.02,Topiramate 25mg Tab,02389460,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sanis Health Inc.,,TOPIRAMATE,,0.49,REIMBURSABLE WITH COPAY,0.46,0.04,Topiramate 100mg Tab,02356864,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sivem Pharmaceuticals ULC,,TOPIRAMATE,,0.49,REIMBURSABLE WITH COPAY,0.46,0.04,Topiramate 100mg Tab,02389487,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Sanis Health Inc.,,TOPIRAMATE,,0.73,REIMBURSABLE WITH COPAY,0.67,0.05,Topiramate 200mg Tab,02356872,UNIT,YES,NO,NO,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,TRAMADOL HCL,,1.39,REIMBURSABLE WITH COPAY,1.29,0.10,Taro-Tramadol ER (Off-Formulary Interchangeable) 300mg ER Tab,02450445,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,TRAMADOL HCL,,1.00,REIMBURSABLE WITH COPAY,0.92,0.07,Taro-Tramadol ER (Off-Formulary Interchangeable) 200mg ER Tab,02450437,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Taro Pharmaceuticals Inc.,,TRAMADOL HCL,,0.85,REIMBURSABLE WITH COPAY,0.79,0.06,Taro-Tramadol ER (Off-Formulary Interchangeable) 100mg ER Tab,02450429,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Paladin Labs Inc.,,TRAMADOL HCL,,,NON REIMBURSABLE,,,Tridural (Off-Formulary Interchangeable) 100mg ER Tab,02296381,UNIT,YES,NO,YES,CAD,NORTH AMERICA
,,Paladin Labs Inc.,,TRAMADOL HCL,,,NON REIMBURSABLE,,,Tridural (Off-Formulary Interchangeable) 300mg ER Tab,02296411,UNIT,YES,NO,YES,CAD,NORTH AMERICA
