DIN,Product,Manufacturer,Format,Cost,UnitPrice
99114336,Teva-Imatinib,Teva Can,120,624.95,5.2079
99114188,Apo-Imatinib,Apotex,30,624.94,20.8314
99100982,Gleevec,Novartis,30,3182.21,106.0737
99114337,Imatinib,Sivem,30,624.94,20.8314
99114439,Jamp,Imatinib Jamp,30,624.94,20.8314
99114286,Mint-Imatinib,Mint,30,624.94,20.8314
99114192,NAT-Imatinib,Natco,30,624.94,20.8314
99114335,Teva-Imatinib,Teva Can,30,624.94,20.8314
02371081,Xeomin,Merz,1,165.00,165.0000
02324032,Xeomin,Merz,1,330.00,330.0000
02501244,Enerzair,Breezhaler Valeo,30,102.83,3.4277
02498685,Atectura,Breezhaler Valeo,30,32.19,1.0730
02498707,Atectura,Breezhaler Valeo,30,40.26,1.3420
02498693,Atectura,Breezhaler Valeo,30,55.42,1.8473
02418282,Ultibro,Breezhaler Novartis,30,77.49,2.5830
02543931,Uplizna,Amgen,3,76869.00,25623.0000
02496933,Avsola,Amgen,1,493.00,493.0000
02523191,Ixifi,Pfizer,1,493.00,493.0000
02419475,Remdantry,Celltrion,1,493.00,493.0000
02470373,Renflexis,Organon,1,493.00,493.0000
02511576,Remsima,SC Celltrion,2,949.02,474.5100
02511584,Remsima,SC Celltrion,2,949.02,474.5100
02244016,Remicade,Janss. Inc,1,940.00,940.0000
02265435,NovoMix30,N.Nordisk,5,52.20,10.4400
02240294,Humalog,Mix 25 Lilly,5,51.44,10.2880
02403420,Humalog Mix,25 KwikPen Lilly,5,51.44,10.2880
99100763,Avonex,Pen Biogen,4,1409.85,352.4625
02269201,Avonex,PS Biogen,4,1409.85,352.4625
02318253,Rebif,Serono,4,1434.74,358.6850
02318261,Rebif,Serono,4,1746.62,436.6550
02237319,Rebif,Serono,3,358.69,119.5633
02237320,Rebif,Serono,3,436.66,145.5533
02169649,Betaseron,Bayer,15,1490.39,99.3593
02337819,Extavia,Novartis,15,1490.39,99.3593
02483971,Cresemba,Avir,14,1103.62,78.8300
02483998,Cresemba,Avir,1,400.00,400.0000
02459973,Lancora,Servier,56,47.63,0.8505
02459981,Lancora,Servier,56,87.18,1.5568
02397412,Kalydeco,Vertex,56,23520.00,420.0000
02455110,Taltz,(seringue) Lilly,1,1519.00,1519.0000
02455102,Taltz,(stylo) Lilly,1,1519.00,1519.0000
02369362,Acuvail,AbbVie,30,7.25,0.2417
02489287,ACH-Lacosamide,Accord,60,37.88,0.6313
02501910,AG-Lacosamide,Angita,100,63.13,0.6313
02475332,Auro-Lacosamide,AuroPharma,60,37.88,0.6313
02488388,Jamp-Lacosamide,Jamp,100,63.13,0.6313
02512874,Lacosamide,Sanis,60,37.88,0.6313
02487802,Mar-Lacosamide,Marcan,60,37.88,0.6313
02490544,Mint-Lacosamide,Mint,60,37.88,0.6313
02499568,NRA-Lacosamide,Nora,60,37.88,0.6313
02478196,Pharma-Lacosamide,Phmscience,60,37.88,0.6313
02474670,Sandoz,Lacosamide Sandoz,60,37.88,0.6313
02472902,Teva-Lacosamide,Teva Can,60,37.88,0.6313
02357615,Vimpat,U.C.B.,60,139.20,2.3200
02489295,ACH-Lacosamide,Accord,60,52.50,0.8750
02501929,AG-Lacosamide,Angita,100,87.50,0.8750
02475340,Auro-Lacosamide,AuroPharma,60,52.50,0.8750
02488396,Jamp-Lacosamide,Jamp,100,87.50,0.8750
02512882,Lacosamide,Sanis,60,52.50,0.8750
02487810,Mar-Lacosamide,Marcan,60,52.50,0.8750
02490552,Mint-Lacosamide,Mint,60,52.50,0.8750
02499576,NRA-Lacosamide,Nora,60,52.50,0.8750
02478218,Pharma-Lacosamide,Phmscience,60,52.50,0.8750
02474689,Sandoz,Lacosamide Sandoz,60,52.50,0.8750
02472910,Teva-Lacosamide,Teva Can,60,52.50,0.8750
02357623,Vimpat,U.C.B.,60,199.20,3.3200
02489309,ACH-Lacosamide,Accord,60,70.58,1.1763
02501937,AG-Lacosamide,Angita,100,117.63,1.1763
02475359,Auro-Lacosamide,AuroPharma,60,70.58,1.1763
02488418,Jamp-Lacosamide,Jamp,100,117.63,1.1763
02512890,Lacosamide,Sanis,60,70.58,1.1763
02487829,Mar-Lacosamide,Marcan,60,70.58,1.1763
02490560,Mint-Lacosamide,Mint,60,70.58,1.1763
02499584,NRA-Lacosamide,Nora,60,70.58,1.1763
02478226,Pharma-Lacosamide,Phmscience,60,70.58,1.1763
02474697,Sandoz,Lacosamide Sandoz,60,70.58,1.1763
02472929,Teva-Lacosamide,Teva Can,60,70.58,1.1763
02357631,Vimpat,U.C.B.,60,259.20,4.3200
02489317,ACH-Lacosamide,Accord,60,87.00,1.4500
02501945,AG-Lacosamide,Angita,100,145.00,1.4500
02475367,Auro-Lacosamide,AuroPharma,60,87.00,1.4500
02488426,Jamp-Lacosamide,Jamp,100,145.00,1.4500
02512904,Lacosamide,Sanis,60,87.00,1.4500
02487837,Mar-Lacosamide,Marcan,60,87.00,1.4500
02490579,Mint-Lacosamide,Mint,60,87.00,1.4500
02499592,NRA-Lacosamide,Nora,60,87.00,1.4500
02478234,Pharma-Lacosamide,Phmscience,60,87.00,1.4500
02474700,Sandoz,Lacosamide Sandoz,60,87.00,1.4500
02472937,Teva-Lacosamide,Teva Can,60,87.00,1.4500
02357658,Vimpat,U.C.B.,60,319.20,5.3200
02287145,Fosrenol,Takeda,90,96.38,1.0709
02498731,Nat-Lanthanum,Natco,90,92.06,1.0229
02287153,Fosrenol,Takeda,90,192.74,2.1416
02498758,Nat-Lanthanum,Natco,90,184.13,2.0459
02287161,Fosrenol,Takeda,90,290.06,3.2229
02498766,Nat-Lanthanum,Natco,90,277.07,3.0786
02287188,Fosrenol,Takeda,90,384.56,4.2729
02498774,Nat-Lanthanum,Natco,90,367.34,4.0815
02326442,Tykerb,Novartis,70,1645.00,23.5000
02490315,Vitrakvi,Bayer,56,2930.90,52.3375
02490323,Vitrakvi,Bayer,56,11723.60,209.3500
02490331,Vitrakvi,Bayer,2,4187.00,2093.5000
02432226,Harvoni,Gilead,28,22333.33,797.6189
02507927,Apo-Lenalidomide,Apotex,21,1729.88,82.3750
02506130,Jamp,Lenalidomide Jamp,21,1729.88,82.3750
02493837,NAT-Lenalidomide,Natco,21,1729.88,82.3750
02484714,Reddy-Lenalidomide,Dr Reddy's,21,1729.88,82.3750
02459418,Revlimid,Celgene,21,6919.50,329.5000
02518562,Sandoz,Lenalidomide Sandoz,21,1729.88,82.3750
02507862,Taro-Lenalidomide,Taro,21,1729.88,82.3750
02507935,Apo-Lenalidomide,Apotex,28,2380.00,85.0000
02506149,Jamp,Lenalidomide Jamp,28,2380.00,85.0000
02493845,NAT-Lenalidomide,Natco,28,2380.00,85.0000
02483017,Reddy-Lenalidomide,Dr Reddy's,28,2380.00,85.0000
02304899,Revlimid,Celgene,28,9520.00,340.0000
02518570,Sandoz,Lenalidomide Sandoz,28,2380.00,85.0000
02507870,Taro-Lenalidomide,Taro,28,2380.00,85.0000
02507943,Apo-Lenalidomide,Apotex,28,2527.00,90.2500
02506157,Jamp,Lenalidomide Jamp,28,2527.00,90.2500
02493861,NAT-Lenalidomide,Natco,28,2527.00,90.2500
02483025,Reddy-Lenalidomide,Dr Reddy's,28,2527.00,90.2500
02304902,Revlimid,Celgene,28,10108.00,361.0000
02518589,Sandoz,Lenalidomide Sandoz,28,2527.00,90.2500
02507889,Taro-Lenalidomide,Taro,28,2527.00,90.2500
02507951,Apo-Lenalidomide,Apotex,21,2005.50,95.5000
02506165,Jamp,Lenalidomide Jamp,21,2005.50,95.5000
02493888,NAT-Lenalidomide,Natco,21,2005.50,95.5000
02483033,Reddy-Lenalidomide,Dr Reddy's,21,2005.50,95.5000
02317699,Revlimid,Celgene,21,8022.00,382.0000
02518597,Sandoz,Lenalidomide Sandoz,21,2005.50,95.5000
02507897,Taro-Lenalidomide,Taro,21,2005.50,95.5000
02507978,Apo-Lenalidomide,Apotex,21,2115.75,100.7500
02506173,Jamp,Lenalidomide Jamp,21,2115.75,100.7500
02493896,NAT-Lenalidomide,Natco,21,2115.75,100.7500
02483041,Reddy-Lenalidomide,Dr Reddy's,21,2115.75,100.7500
02440601,Revlimid,Celgene,21,8463.00,403.0000
02518600,Sandoz,Lenalidomide Sandoz,21,2115.75,100.7500
02507900,Taro-Lenalidomide,Taro,21,2115.75,100.7500
02507986,Apo-Lenalidomide,Apotex,21,2226.00,106.0000
02506181,Jamp,Lenalidomide Jamp,21,2226.00,106.0000
02493918,NAT-Lenalidomide,Natco,21,2226.00,106.0000
02483068,Reddy-Lenalidomide,Dr Reddy's,21,2226.00,106.0000
02317710,Revlimid,Celgene,21,8904.00,424.0000
02518619,Sandoz,Lenalidomide Sandoz,21,2226.00,106.0000
02507919,Taro-Lenalidomide,Taro,21,2226.00,106.0000
02484056,Lenvima,Eisai,6,977.15,162.8575
02468220,Lenvima,Eisai,6,1954.29,325.7150
02450321,Lenvima,Eisai,6,2149.20,358.2000
02484129,Lenvima,Eisai,6,2931.44,488.5725
02450313,Lenvima,Eisai,6,3312.60,552.1000
02450305,Lenvima,Eisai,6,4969.20,828.2000
02450291,Lenvima,Eisai,6,6625.20,1104.2000
02469375,Prevymis,Merck,28,6684.05,238.7160
02469383,Prevymis,Merck,28,6684.05,238.7160
02469367,Prevymis,Merck,1,238.72,238.7200
02469405,Prevymis,Merck,1,469.09,469.0900
02442302,Quinsair,Horizon,56,3611.37,64.4887
02370921,Trajenta,Bo. Ing.,30,67.50,2.2500
02403250,Jentadueto,Bo. Ing.,60,71.02,1.1837
02403269,Jentadueto,Bo. Ing.,60,71.02,1.1837
02403277,Jentadueto,Bo. Ing.,60,71.02,1.1837
02426552,Apo-Linezolid,Apotex,30,579.12,19.3041
02520354,Jamp,Linezolid Jamp,20,386.08,19.3041
02422689,Sandoz,Linezolid Sandoz,20,386.08,19.3041
02481278,Linezolid,Injection Jamp,10,887.40,88.7400
02243685,Zyvoxam,Pfizer,1,99.91,99.9100
02351064,Victoza,N.Nordisk,2,136.98,68.4900
02546647,Apo-Lisdexamfetamine,Apotex,100,56.92,0.5692
02547031,Pro-Lisdexamfetamine,Pro Doc,100,56.92,0.5692
02546248,Sandoz,Lisdexamfetamine Sandoz,100,56.92,0.5692
02545861,Teva-Lisdexamfetamine,Teva Can,100,56.92,0.5692
02439603,Vyvanse,Takeda,100,201.00,2.0100
02546655,Apo-Lisdexamfetamine,Apotex,100,70.81,0.7081
02547058,Pro-Lisdexamfetamine,Pro Doc,100,70.81,0.7081
02546256,Sandoz,Lisdexamfetamine Sandoz,100,70.81,0.7081
02545888,Teva-Lisdexamfetamine,Teva Can,100,70.81,0.7081
02347156,Vyvanse,Takeda,100,224.00,2.2400
02546663,Apo-Lisdexamfetamine,Apotex,100,84.69,0.8469
02547066,Pro-Lisdexamfetamine,Pro Doc,100,84.69,0.8469
02546264,Sandoz,Lisdexamfetamine Sandoz,100,84.69,0.8469
02545896,Teva-Lisdexamfetamine,Teva Can,100,84.69,0.8469
02322951,Vyvanse,Takeda,100,251.00,2.5100
02546671,Apo-Lisdexamfetamine,Apotex,100,98.57,0.9857
02547074,Pro-Lisdexamfetamine,Pro Doc,100,98.57,0.9857
02546272,Sandoz,Lisdexamfetamine Sandoz,100,98.57,0.9857
02545918,Teva-Lisdexamfetamine,Teva Can,100,98.57,0.9857
02347164,Vyvanse,Takeda,100,278.00,2.7800
02546698,Apo-Lisdexamfetamine,Apotex,100,112.46,1.1246
02547082,Pro-Lisdexamfetamine,Pro Doc,100,112.46,1.1246
02546280,Sandoz,Lisdexamfetamine Sandoz,100,112.46,1.1246
02545926,Teva-Lisdexamfetamine,Teva Can,100,112.46,1.1246
02322978,Vyvanse,Takeda,100,305.00,3.0500
02546701,Apo-Lisdexamfetamine,Apotex,100,126.34,1.2634
02547090,Pro-Lisdexamfetamine,Pro Doc,100,126.34,1.2634
02546299,Sandoz,Lisdexamfetamine Sandoz,100,126.34,1.2634
02545934,Teva-Lisdexamfetamine,Teva Can,100,126.34,1.2634
02347172,Vyvanse,Takeda,100,331.00,3.3100
02420341,Juxtapid,Medison,28,29120.00,1040.0000
02420376,Juxtapid,Medison,28,29120.00,1040.0000
02420384,Juxtapid,Medison,28,29120.00,1040.0000
02485966,Lorbrena,Pfizer,30,3373.33,112.4443
02485974,Lorbrena,Pfizer,30,10120.00,337.3333
02525755,Oxlumo,Alnylam,1,96855.33,96855.3300
02505541,Reblozyl,B.M.S.,1,2189.00,2189.0000
02505568,Reblozyl,B.M.S.,1,6567.00,6567.0000
02415690,Opsumit,Janss. Inc,30,3495.00,116.5000
02299844,Celsentri,ViiV,60,990.00,16.5000
02299852,Celsentri,ViiV,60,990.00,16.5000
02530740,Livtencity,Takeda,56,15500.00,276.7857
02532549,Camzyos,B.M.S.,30,1848.00,61.6000
02532557,Camzyos,B.M.S.,30,1848.00,61.6000
02532565,Camzyos,B.M.S.,30,1848.00,61.6000
02532573,Camzyos,B.M.S.,30,1848.00,61.6000
02324067,ACT,Memantine Teva Can,30,13.26,0.4420
02366487,Apo-Memantine,Apotex,100,44.20,0.4420
02260638,Ebixa,Lundbeck,30,70.10,2.3367
02443082,Memantine,Sanis,100,44.20,0.4420
02446049,Memantine,Sivem,30,13.26,0.4420
02531887,Mint-Memantine,Mint,100,44.20,0.4420
02321130,pms-Memantine,Phmscience,30,13.26,0.4420
02348950,Riva-Memantine,Riva,30,13.26,0.4420
02375532,Sandoz,Memantine FCT Sandoz,100,44.20,0.4420
02530821,Nucala,GSK,1,840.24,840.2400
02492997,Nucala,GSK,1,1938.46,1938.4600
02492989,Nucala,GSK,1,1938.46,1938.4600
02277166,Biphentin,Elvium,100,67.45,0.6745
02536943,pms-Methylphenidate,CR Phmscience,100,51.28,0.5128
02277131,Biphentin,Elvium,100,96.57,0.9657
02536951,pms-Methylphenidate,CR Phmscience,100,73.54,0.7354
02277158,Biphentin,Elvium,100,124.68,1.2468
02536978,pms-Methylphenidate,CR Phmscience,100,94.77,0.9477
02470292,Foquest,Elvium,60,167.76,2.7960
02277174,Biphentin,Elvium,100,171.18,1.7118
02536986,pms-Methylphenidate,CR Phmscience,100,130.21,1.3021
02470306,Foquest,Elvium,60,184.26,3.0710
02277182,Biphentin,Elvium,100,218.15,2.1815
02536994,pms-Methylphenidate,CR Phmscience,100,165.88,1.6588
02470314,Foquest,Elvium,60,200.16,3.3360
02277190,Biphentin,Elvium,50,132.20,2.6440
02537001,pms-Methylphenidate,CR Phmscience,100,201.30,2.0130
02470322,Foquest,Elvium,60,216.66,3.6110
02277204,Biphentin,Elvium,50,156.20,3.1240
02537028,pms-Methylphenidate,CR Phmscience,100,234.25,2.3425
02470330,Foquest,Elvium,60,241.44,4.0240
02277212,Biphentin,Elvium,50,202.86,4.0572
02537036,pms-Methylphenidate,CR Phmscience,100,308.83,3.0883
02470349,Foquest,Elvium,60,265.62,4.4270
02470357,Foquest,Elvium,60,289.74,4.8290
02441934,ACT Methylphenidate,ER Teva Can,100,50.99,0.5099
02452731,Apo-Methylphenidate,ER Apotex,100,50.99,0.5099
02247732,Concerta,Janss. Inc,100,203.64,2.0364
02441942,ACT Methylphenidate,ER Teva Can,100,58.84,0.5884
02452758,Apo-Methylphenidate,ER Apotex,100,58.84,0.5884
02250241,Concerta,Janss. Inc,100,235.01,2.3501
02441950,ACT Methylphenidate,ER Teva Can,100,68.63,0.6863
02452766,Apo-Methylphenidate,ER Apotex,100,68.63,0.6863
02247733,Concerta,Janss. Inc,100,266.38,2.6638
02441969,ACT Methylphenidate,ER Teva Can,100,82.40,0.8240
02330377,Apo-Methylphenidate,ER Apotex,100,82.40,0.8240
02247734,Concerta,Janss. Inc,100,329.12,3.2912
02532344,Micafungine,Sodique pour Hikma,1,83.33,83.3300
02524953,Micafungine,Sodique pour Juno,1,83.33,83.3300
02532360,Micafungine,Sodique pour Hikma,1,166.66,166.6600
02524961,Micafungine,Sodique pour Juno,1,166.66,166.6600
02468042,Galafold,Amicus,14,23800.00,1700.0000
02402874,Myrbetriq,Astellas,30,43.80,1.4600
02402882,Myrbetriq,Astellas,30,43.80,1.4600
02539853,Omvoh,(seringue) Lilly,2,2374.66,1187.3300
02539845,Omvoh,(stylo) Lilly,2,2374.66,1187.3300
02539861,Omvoh,Lilly,1,2374.66,2374.6600
02285398,Apo-Modafinil,Apotex,100,31.71,0.3171
02430487,Auro-Modafinil,AuroPharma,30,9.51,0.3171
02503727,Jamp,Modafinil Jamp,100,31.71,0.3171
02432560,Mar-Modafinil,Marcan,100,31.71,0.3171
02530244,Modafinil,Sanis,100,31.71,0.3171
02420260,Teva-Modafinil,Teva Can,30,9.51,0.3171
02458608,Mylan-Naproxen/,Mylan,60,46.92,0.7820
02361701,Vimovo,Xediton,60,55.20,0.9200
02443449,Mylan-Naproxen/,Mylan,60,46.92,0.7820
02361728,Vimovo,Xediton,60,55.20,0.9200
02286386,Tysabri,Biogen,1,2451.32,2451.3200
02468735,Akynzeo,Knight,1,135.00,135.0000
02368250,Tasigna,Novartis,112,3054.72,27.2743
02315874,Tasigna,Novartis,112,3947.17,35.2426
02443066,Ofev,Bo. Ing.,60,1630.80,27.1800
02443074,Ofev,Bo. Ing.,30,1630.80,54.3600
02489783,Zejula,GSK,56,7379.96,131.7850
02530031,Zejula,GSK,56,7379.96,131.7850
02538555,Akeega,Janss. Inc,60,8826.00,147.1000
02538563,Akeega,Janss. Inc,60,8826.00,147.1000
00511528,Mogadon,AA Pharma,100,18.26,0.1826
00511536,Mogadon,AA Pharma,100,27.32,0.2732
02467224,Ocrevus,Roche,1,8150.00,8150.0000
02511355,Kesimpta,(stylo) Novartis,1,2208.33,2208.3300
02475200,Lynparza,AZC,60,3953.55,65.8925
02475219,Lynparza,AZC,60,3953.55,65.8925
02260565,Xolair,Novartis,1,618.00,618.0000
02531577,Botox,AbbVie,1,178.50,178.5000
01981501,Botox,AbbVie,1,357.00,357.0000
02531585,Botox,AbbVie,1,714.00,714.0000
02369370,AG-Ondansetron,Angita,100,255.56,2.5556
02288184,Apo-Ondansetron,Apotex,10,25.56,2.5556
02511282,Auro-Ondansetron,ODT AuroPharma,10,25.56,2.5556
02541351,Jamp,Ondansetron ODF Jamp,10,25.56,2.5556
02313685,Jamp-Ondansetron,Jamp,10,25.56,2.5556
02371731,Mar-Ondansetron,Marcan,10,25.56,2.5556
02514966,Mar-Ondansetron,ODT Marcan,10,25.56,2.5556
02305259,Mint-Ondansetron,Mint,10,25.56,2.5556
02487330,Mint-Ondansetron,ODT Mint,10,25.56,2.5556
02297868,Mylan-Ondansetron,Mylan,10,25.56,2.5556
02417839,NAT-Ondansetron,Natco,10,25.56,2.5556
02421402,Ondansetron,Sanis,100,255.56,2.5556
02541424,Ondansetron,Sivem,10,25.56,2.5556
02519232,Ondansetron,ODT Jamp,10,25.56,2.5556
02481723,Ondansetron,ODT Sandoz,10,25.56,2.5556
02524279,Ondansetron,ODT Sanis,10,25.56,2.5556
02389983,Ondissolve,ODF Takeda,10,32.72,3.2720
02258188,pms-Ondansetron,Phmscience,10,25.56,2.5556
02519445,pms-Ondansetron,ODT Phmscience,10,25.56,2.5556
02274310,Sandoz,Ondansetron Sandoz,10,25.56,2.5556
02296349,Teva-Ondansetron,Teva Can,10,25.56,2.5556
02213567,Zofran,Novartis,10,126.60,12.6600
02369389,AG-Ondansetron,Angita,100,408.80,4.0880
02288192,Apo-Ondansetron,Apotex,10,40.88,4.0880
02511290,Auro-Ondansetron,ODT AuroPharma,10,40.88,4.0880
02541378,Jamp,Ondansetron ODF Jamp,10,40.88,4.0880
02313693,Jamp-Ondansetron,Jamp,10,40.88,4.0880
02371758,Mar-Ondansetron,Marcan,10,40.88,4.0880
02514974,Mar-Ondansetron,ODT Marcan,10,40.88,4.0880
02305267,Mint-Ondansetron,Mint,10,40.88,4.0880
02487349,Mint-Ondansetron,ODT Mint,10,40.88,4.0880
02297876,Mylan-Ondansetron,Mylan,10,40.88,4.0880
02417847,NAT-Ondansetron,Natco,10,40.88,4.0880
02325160,Ondansetron,Pro Doc,10,40.88,4.0880
02421410,Ondansetron,Sanis,100,408.80,4.0880
02541432,Ondansetron,Sivem,10,40.88,4.0880
02519240,Ondansetron,ODT Jamp,10,40.88,4.0880
02481731,Ondansetron,ODT Sandoz,10,40.88,4.0880
02524287,Ondansetron,ODT Sanis,10,40.88,4.0880
02389991,Ondissolve,ODF Takeda,10,49.93,4.9930
02258196,pms-Ondansetron,Phmscience,10,40.88,4.0880
02519453,pms-Ondansetron,ODT Phmscience,10,40.88,4.0880
02274329,Sandoz,Ondansetron Sandoz,10,40.88,4.0880
02296357,Teva-Ondansetron,Teva Can,10,40.88,4.0880
02213575,Zofran,Novartis,10,193.22,19.3220
02456214,Tagrisso,AZC,30,8840.29,294.6764
02456222,Tagrisso,AZC,30,8840.29,294.6764
02284294,Apo-Oxcarbazepine,Apotex,100,62.09,0.6209
02440717,Jamp-Oxcarbazepine,Jamp,100,62.09,0.6209
02284308,Apo-Oxcarbazepine,Apotex,100,72.42,0.7242
02440725,Jamp-Oxcarbazepine,Jamp,100,72.42,0.7242
02242068,Trileptal,Novartis,50,42.60,0.8520
02284316,Apo-Oxcarbazepine,Apotex,100,144.84,1.4484
02440733,Jamp-Oxcarbazepine,Jamp,100,144.84,1.4484
02242069,Trileptal,Novartis,50,85.20,1.7040
02366746,Apo-Oxycodone,CR Apotex,100,34.02,0.3402
02366754,Apo-Oxycodone,CR Apotex,100,47.41,0.4741
02372525,OxyNEO,Purdue,60,52.68,0.8780
02309882,pms-Oxycodone,CR Phmscience,100,47.41,0.4741
02394766,Apo-Oxycodone,CR Apotex,100,57.24,0.5724
02372533,OxyNEO,Purdue,60,63.60,1.0600
02366762,Apo-Oxycodone,CR Apotex,100,71.12,0.7112
02372797,OxyNEO,Purdue,60,79.02,1.3170
02309890,pms-Oxycodone,CR Phmscience,100,71.12,0.7112
02394774,Apo-Oxycodone,CR Apotex,100,93.96,0.9396
02372541,OxyNEO,Purdue,60,104.40,1.7400
02306530,Apo-Oxycodone,CR Apotex,100,123.26,1.2326
02372568,OxyNEO,Purdue,60,136.95,2.2825
02309904,pms-Oxycodone,CR Phmscience,100,123.26,1.2326
02394782,Apo-Oxycodone,CR Apotex,100,170.10,1.7010
02372576,OxyNEO,Purdue,60,189.00,3.1500
02366789,Apo-Oxycodone,CR Apotex,100,227.66,2.2766
02372584,OxyNEO,Purdue,60,252.96,4.2160
02309912,pms-Oxycodone,CR Phmscience,100,227.66,2.2766
02471574,Velphoro,Vifor,90,378.32,4.2036
02505991,Zeposia,Celgene,28,1917.81,68.4932
02506009,Zeposia,Celgene,1,479.45,479.4500
02493535,Ibrance,Pfizer,21,5332.16,253.9124
02552124,pms-Palbociclib,Phmscience,21,2666.08,126.9562
02547635,Taro-Palbociclib,Taro,21,2666.08,126.9562
02493543,Ibrance,Pfizer,21,5332.16,253.9124
02552132,pms-Palbociclib,Phmscience,21,2666.08,126.9562
02547643,Taro-Palbociclib,Taro,21,2666.08,126.9562
02493551,Ibrance,Pfizer,21,5332.16,253.9124
02552140,pms-Palbociclib,Phmscience,21,2666.08,126.9562
02547651,Taro-Palbociclib,Taro,21,2666.08,126.9562
00920525,Mesalt,(1 m) Mölnlycke,10,44.70,4.4700
00899496,Mesalt (10 cm x 10,cm - Mölnlycke,30,27.29,0.9097
99004712,Curity,Pansement au Covidien,96,202.04,2.1046
00899429,Mesalt (5 cm x 5,cm - Mölnlycke,30,21.25,0.7083
00899518,"Mesalt (7,5 cm x 7,5",cm - Mölnlycke,30,22.99,0.7663
99003260,Algisite M 30 cm,S. & N.,5,24.81,4.9620
99100955,Aquacel Hydrofiber (1,cm x Convatec,5,33.93,6.7860
99001705,Aquacel hydrofiber (2,cm x Convatec,5,41.60,8.3200
99100155,Biatain Alginate (44,cm ou Coloplast,6,41.22,6.8700
99101379,Exufiber (2 cm x,45 cm) Mölnlycke,5,33.91,6.7820
00898899,Kaltostat,40 cm Convatec,5,35.49,7.0980
99114137,Kerracel (2 cm x,45 cm) 3M,5,33.94,6.7880
99100659,Maxorb Extra,Post-op Rope Medline,20,80.35,4.0175
99003015,Melgisorb Plus,45 cm Mölnlycke,5,21.51,4.3020
99100100,Pansement à,l'alginate de Covidien,1,4.17,4.1700
99100101,Pansement à,l'alginate de Covidien,1,5.97,5.9700
99100102,Pansement à,l'alginate de Covidien,1,10.50,10.5000
99101009,Aquacel,Extra hydrofiber Convatec,10,38.00,3.8000
99100975,Aquacel Foam (10,cm x Convatec,10,38.00,3.8000
99101232,Aquacel Foam (10,cm x Convatec,5,38.00,7.6000
99001772,Aquacel hydrofiber (10,cm x Convatec,10,61.44,6.1440
99100153,Biatain Alginate (10,cm x Coloplast,10,34.20,3.4200
99101377,Exufiber (10 cm x 10,cm - Mölnlycke,10,35.20,3.5200
00898643,Kaltostat (10 cm x 20,cm - Convatec,10,85.60,8.5600
99101217,Kendall pans.,à l'alginate Covidien,10,13.48,1.3475
99101224,Kendall Pans.,sup. alg. Covidien,10,13.48,1.3475
99101216,Kendall,pans.à l'alginate Covidien,10,13.48,1.3475
99114135,Kerracel (10 cm x 10,cm - 3M,10,37.14,3.7140
99100656,"Maxorb Extra (10,2",cm x Medline,100,134.75,1.3475
99003007,Melgisorb Plus (10,cm x Mölnlycke,10,36.46,3.6460
99003023,Melgisorb Plus (10,cm x Mölnlycke,10,68.49,6.8490
99003481,Tegaderm,3M-Pansement 3M,10,38.97,3.8970
99100285,Tegaderm,3M-Pansement 3M,1,7.53,7.5300
99100467,Versiva XC,Non Adhésif Convatec,10,51.79,5.1790
99003279,Algisite M (15 cm x 20 cm -,S. & N.,10,100.28,10.0280
99101010,Aquacel,Extra hydrofiber Convatec,5,46.58,9.3160
99100932,Aquacel Foam (15,cm x Convatec,5,46.91,9.3820
99100931,Aquacel Foam (15,cm x Convatec,5,62.55,12.5100
99100934,Aquacel Foam (20,cm x Convatec,5,83.40,16.6800
99001764,Aquacel hydrofiber (15,cm x Convatec,5,65.35,13.0700
99100891,Biatain Alginate (15,cm x Coloplast,10,87.75,8.7750
99101378,Exufiber (15 cm x 15,cm - Mölnlycke,10,87.75,8.7750
99101218,Kendall pans.,à l'alginate Covidien,5,13.20,2.6400
99101219,Kendall pans.,à l'alginate Covidien,10,26.40,2.6400
99114136,Kerracel (15 cm x 15,cm - 3M,5,46.60,9.3200
99100657,"Maxorb Extra (10,2",cm x Medline,50,235.00,4.7000
99100468,Versiva XC,Non Adhesif Convatec,5,52.49,10.4980
99100472,Versiva XC,Non Adhesif Convatec,5,96.72,19.3440
99101133,Aquacel,Extra hydrofiber Convatec,10,17.67,1.7670
99100937,Aquacel Foam (5 cm x,5 cm Convatec,10,16.50,1.6500
99001780,Aquacel hydrofiber (5,cm x Convatec,10,24.97,2.4970
99100156,Biatain Alginate (5,cm x Coloplast,30,52.50,1.7500
99101380,Exufiber (5 cm x 5,cm - Mölnlycke,10,16.85,1.6850
00898627,Kaltotstat (5 cm x 5,cm - Convatec,10,19.02,1.9020
00898635,"Kaltotstat (7,5 cm x 12",cm - Convatec,10,55.57,5.5570
99101221,Kendall pans.,à l'alginate Covidien,10,8.40,0.8400
99114138,Kerracel (5 cm x 5,cm - 3M,10,16.96,1.6960
99100658,"Maxorb Extra (5,1",cm x Medline,100,160.50,1.6050
99003066,Melgisorb Plus (5 cm x,5 cm Mölnlycke,5,8.92,1.7840
99100466,Versiva XC,Non Adhésif Convatec,10,33.95,3.3950
99100888,Aquacel,Burn hydrofiber Convatec,5,220.00,44.0000
99101220,Kendall pans.,à l'alginate Covidien,5,220.00,44.0000
99100537,Allevyn Gentle (10 cm x,S. & N.,10,49.50,4.9500
99100475,Allevyn Gentle (10 cm x,S. & N.,10,100.05,10.0050
